Orthogroup	Ceratina_australensis	Ceratina_calcarata	Megalopta_genalis	Polistes_canadensis	Polistes_dominula	Liostenogaster_flavolineata
OG0006134	Caust.v2_012902	gene-LOC108632572	gene-LOC117229527	gene-LOC106792838	gene-LOC107067717	Lflavo2a007533
OG0006135	Caust.v2_011925	gene-LOC108623736	gene-LOC117226546	gene-LOC106784173	gene-LOC107068820	Lflavo2a003303
OG0006136	Caust.v2_007126	gene-LOC108632572	gene-LOC117219214	gene-LOC106785027	gene-LOC107070687	Lflavo2a001739
OG0006137	Caust.v2_007144	gene-LOC108632572	gene-LOC117223355	gene-LOC106787192	gene-LOC107068518	Lflavo2a003776
OG0006138	Caust.v2_007154	gene-LOC108632152	gene-LOC117219935	gene-LOC106784173	gene-LOC107073196	Lflavo2a004366
OG0006139	Caust.v2_015181	gene-LOC108632572	gene-LOC117217902	gene-LOC106786851	gene-LOC107063766	Lflavo2a007505
OG0006140	Caust.v2_005181	gene-LOC108632572	gene-LOC117219997	gene-LOC106792394	gene-LOC107073549	Lflavo2a009736
OG0006142	Caust.v2_011247	gene-LOC108624534	gene-LOC117227935	gene-LOC106791954	gene-LOC107073824	Lflavo2a008610
OG0006143	Caust.v2_007731	gene-LOC108632572	gene-LOC117229262	gene-LOC106784016	gene-LOC107070751	Lflavo2a006600
OG0006147	Caust.v2_014888	gene-LOC108628135	gene-LOC117225323	gene-LOC106786315	gene-LOC107065486	Lflavo2a005538
OG0006148	Caust.v2_006855	gene-LOC108632572	gene-LOC117221625	gene-LOC106787537	gene-LOC107069073	Lflavo2a006451
OG0006149	Caust.v2_007926	gene-LOC108632572	gene-LOC117222559	gene-LOC106793998	gene-LOC107072352	Lflavo2a013133
OG0006150	Caust.v2_007932	gene-LOC108632572	gene-LOC117219443	gene-LOC106788059	gene-LOC107071691	Lflavo2a002298
OG0006152	Caust.v2_006087	gene-LOC108632572	gene-LOC117221541	gene-LOC106786562	gene-LOC107066820	Lflavo2a004240
OG0006153	Caust.v2_005340	gene-LOC108622105	gene-LOC117218671	gene-LOC106785147	gene-LOC107073824	Lflavo2a005288
OG0006156	Caust.v2_005074	gene-LOC108632572	gene-LOC117226898	gene-LOC106790599	gene-LOC107065212	Lflavo2a012716
OG0006157	Caust.v2_019422	gene-LOC108627610	gene-LOC117226241	gene-LOC106784253	gene-LOC107073824	Lflavo2a014250
OG0006163	Caust.v2_011814	gene-LOC108632572	gene-LOC117220295	gene-LOC106786794	gene-LOC107064641	Lflavo2a010405
OG0006164	Caust.v2_009303	gene-LOC108630509	gene-LOC117229178	gene-LOC106787428	gene-LOC107073824	Lflavo2a004422
OG0006165	Caust.v2_008501	gene-LOC108631560	gene-LOC117224371	gene-LOC106793260	gene-LOC107067731	Lflavo2a000283
OG0006167	Caust.v2_008513	gene-LOC108631645	gene-LOC117226586	gene-LOC106789882	gene-LOC107068149	Lflavo2a007600
OG0006168	Caust.v2_017441	gene-LOC108632572	gene-LOC117223874	gene-LOC106790194	gene-LOC107072522	Lflavo2a012751
OG0006169	Caust.v2_013258	gene-LOC108632399	gene-LOC117228987	gene-LOC106793009	gene-LOC107073824	Lflavo2a013870
OG0006170	Caust.v2_013265	gene-LOC108632572	gene-LOC117228918	gene-LOC106790669	gene-LOC107065674	Lflavo2a005788
OG0006172	Caust.v2_006351	gene-LOC108627863	gene-LOC117217959	gene-LOC106786473	gene-LOC107073824	Lflavo2a010578
OG0006175	Caust.v2_008716	gene-LOC108632894	gene-LOC117224256	gene-LOC106785548	gene-LOC107068998	Lflavo2a007068
OG0006176	Caust.v2_008731	gene-LOC108632848	gene-LOC117226586	gene-LOC106791996	gene-LOC107072226	Lflavo2a003063
OG0006178	Caust.v2_001200	gene-LOC108623281	gene-LOC117221501	gene-LOC106793302	gene-LOC107073824	Lflavo2a012936
OG0006179	Caust.v2_001335	gene-LOC108632572	gene-LOC117230019	gene-LOC106789429	gene-LOC107069248	Lflavo2a007303
OG0006180	Caust.v2_001347	gene-LOC108624902	gene-LOC117230020	gene-LOC106789419	gene-LOC107073824	Lflavo2a000332
OG0006182	Caust.v2_001385	gene-LOC108632572	gene-LOC117224983	gene-LOC106791929	gene-LOC107068726	Lflavo2a003177
OG0006184	Caust.v2_015571	gene-LOC108632572	gene-LOC117222229	gene-LOC106785997	gene-LOC107066763	Lflavo2a000837
OG0006185	Caust.v2_010745	gene-LOC108632799	gene-LOC117226818	gene-LOC106784173	gene-LOC107064681	Lflavo2a003701
OG0006186	Caust.v2_010752	gene-LOC108632572	gene-LOC117227029	gene-LOC106785849	gene-LOC107073899	Lflavo2a003709
OG0006188	Caust.v2_011658	gene-LOC108631625	gene-LOC117229001	gene-LOC106784173	gene-LOC107066749	Lflavo2a002000
OG0006189	Caust.v2_005747	gene-LOC108632572	gene-LOC117225609	gene-LOC106783930	gene-LOC107066215	Lflavo2a007224
OG0006192	Caust.v2_016563	gene-LOC108622129	gene-LOC117227601	gene-LOC106784173	gene-LOC107069034	Lflavo2a009418
OG0006193	Caust.v2_022293	gene-LOC108622213	gene-LOC117226436	gene-LOC106788136	gene-LOC107073824	Lflavo2a008821
OG0006195	Caust.v2_011287	gene-LOC108632572	gene-LOC117223905	gene-LOC106787261	gene-LOC107069734	Lflavo2a012034
OG0006196	Caust.v2_011277	gene-LOC108625154	gene-LOC117217672	gene-LOC106789138	gene-LOC107073824	Lflavo2a001931
OG0006198	Caust.v2_004375	gene-LOC108632572	gene-LOC117221321	gene-LOC106792139	gene-LOC107066388	Lflavo2a003826
OG0006200	Caust.v2_004348	gene-LOC108624593	gene-LOC117219246	gene-LOC106784173	gene-LOC107074702	Lflavo2a007996
OG0006201	Caust.v2_004355	gene-LOC108624590	gene-LOC117226586	gene-LOC106792593	gene-LOC107070122	Lflavo2a014047
OG0006202	Caust.v2_010443	gene-LOC108632572	gene-LOC117224908	gene-LOC106792223	gene-LOC107068280	Lflavo2a008236
OG0006203	Caust.v2_022665	gene-LOC108629535	gene-LOC117226586	gene-LOC106790413	gene-LOC107069307	Lflavo2a002321
OG0006205	Caust.v2_009787	gene-LOC108632572	gene-LOC117226307	gene-LOC106788401	gene-LOC107068078	Lflavo2a005491
OG0006206	Caust.v2_009791	gene-LOC108632572	gene-LOC117226306	gene-LOC106788368	gene-LOC107068060	Lflavo2a005383
OG0006207	Caust.v2_009973	gene-LOC108624221	gene-LOC117218546	gene-LOC106788288	gene-LOC107073824	Lflavo2a008419
OG0006208	Caust.v2_006437	gene-LOC108630501	gene-LOC117226586	gene-LOC106787809	gene-LOC107064655	Lflavo2a001023
OG0006209	Caust.v2_006458	gene-LOC108629065	gene-LOC117226586	gene-LOC106792712	gene-LOC107067244	Lflavo2a004789
OG0006210	Caust.v2_006801	gene-LOC108627608	gene-LOC117226155	gene-LOC106786339	gene-LOC107073824	Lflavo2a003574
OG0006211	Caust.v2_014593	gene-LOC108626952	gene-LOC117227080	gene-LOC106784173	gene-LOC107067258	Lflavo2a001839
OG0006212	Caust.v2_019870	gene-LOC108632572	gene-LOC117222463	gene-LOC106790644	gene-LOC107071433	Lflavo2a012320
OG0006215	Caust.v2_008567	gene-LOC108626271	gene-LOC117220949	gene-LOC106785496	gene-LOC107073824	Lflavo2a004644
OG0006221	Caust.v2_007228	gene-LOC108628238	gene-LOC117222187	gene-LOC106784698	gene-LOC107073824	Lflavo2a000153
OG0006226	Caust.v2_004231	gene-LOC108632371	gene-LOC117226586	gene-LOC106785495	gene-LOC107072550	Lflavo2a007612
OG0006227	Caust.v2_004257	gene-LOC108621923	gene-LOC117224726	gene-LOC106789944	gene-LOC107073824	Lflavo2a012146
OG0006228	Caust.v2_004263	gene-LOC113463910	gene-LOC117224751	gene-LOC106784173	gene-LOC107072532	Lflavo2a009724
OG0006232	Caust.v2_005439	gene-LOC108632638	gene-LOC117224610	gene-LOC106788710	gene-LOC107065150	Lflavo2a013536
OG0006234	Caust.v2_005458	gene-LOC108628326	gene-LOC117226586	gene-LOC106789561	gene-LOC107067559	Lflavo2a002085
OG0006236	Caust.v2_015012	gene-LOC108626405	gene-LOC117223248	gene-LOC106786603	gene-LOC107073824	Lflavo2a003792
OG0006238	Caust.v2_015762	gene-LOC108629462	gene-LOC117223729	gene-LOC106784173	gene-LOC107065417	Lflavo2a001853
OG0006239	Caust.v2_008270	gene-LOC108631494	gene-LOC117226586	gene-LOC106783589	gene-LOC107069897	Lflavo2a001376
OG0006247	Caust.v2_004962	gene-LOC108632572	gene-LOC117218808	gene-LOC106791875	gene-LOC107072571	Lflavo2a006482
OG0006249	Caust.v2_004996	gene-LOC108632826	gene-LOC117228723	gene-LOC106787125	gene-LOC107064697	Lflavo2a006242
OG0006250	Caust.v2_010221	gene-LOC108625485	gene-LOC117218547	gene-LOC106791697	gene-LOC107073824	Lflavo2a010118
OG0006251	Caust.v2_013172	gene-LOC108632572	gene-LOC117221673	gene-LOC106783881	gene-LOC107066153	Lflavo2a012780
OG0006253	Caust.v2_003993	gene-LOC108621915	gene-LOC117219139	gene-LOC106784173	gene-LOC107072108	Lflavo2a005567
OG0006254	Caust.v2_015547	gene-LOC108632572	gene-LOC117227183	gene-LOC106792563	gene-LOC107070709	Lflavo2a004827
OG0006257	Caust.v2_022593	gene-LOC108632572	gene-LOC117219488	gene-LOC106793326	gene-LOC107072715	Lflavo2a012795
OG0006258	Caust.v2_018775	gene-LOC108622270	gene-LOC117225990	gene-LOC106789099	gene-LOC107072046	Lflavo2a012990
OG0006260	Caust.v2_003317	gene-LOC108630228	gene-LOC117218339	gene-LOC106784173	gene-LOC107068276	Lflavo2a008888
OG0006261	Caust.v2_003333	gene-LOC108627137	gene-LOC117219438	gene-LOC106784173	gene-LOC107067663	Lflavo2a011342
OG0006262	Caust.v2_003356	gene-LOC108627125	gene-LOC117227370	gene-LOC106784173	gene-LOC107069805	Lflavo2a004624
OG0006263	Caust.v2_003353	gene-LOC108632572	gene-LOC117227477	gene-LOC106784358	gene-LOC107064252	Lflavo2a007674
OG0006264	Caust.v2_016376	gene-LOC108623026	gene-LOC117226586	gene-LOC106791109	gene-LOC107070381	Lflavo2a006932
OG0006265	Caust.v2_015747	gene-LOC108629863	gene-LOC117218603	gene-LOC106792364	gene-LOC107070537	Lflavo2a007068
OG0006267	Caust.v2_006164	gene-LOC108632572	gene-LOC117220322	gene-LOC106788530	gene-LOC107071767	Lflavo2a001862
OG0006268	Caust.v2_001785	gene-LOC108623498	gene-LOC117220436	gene-LOC106784173	gene-LOC107066876	Lflavo2a014175
OG0006269	Caust.v2_001797	gene-LOC108632572	gene-LOC117218019	gene-LOC106787316	gene-LOC107066756	Lflavo2a000622
OG0006270	Caust.v2_001814	gene-LOC108627360	gene-LOC117218655	gene-LOC106791546	gene-LOC107073824	Lflavo2a001717
OG0006271	Caust.v2_001821	gene-LOC108630057	gene-LOC117226586	gene-LOC106789489	gene-LOC107065320	Lflavo2a007500
OG0006272	Caust.v2_001841	gene-LOC108632572	gene-LOC117218722	gene-LOC106787638	gene-LOC107068711	Lflavo2a012354
OG0006273	Caust.v2_001890	gene-LOC108632572	gene-LOC117223190	gene-LOC106792672	gene-LOC107074515	Lflavo2a001674
OG0006274	Caust.v2_001917	gene-LOC108632572	gene-LOC117220878	gene-LOC106784913	gene-LOC107066751	Lflavo2a010307
OG0006275	Caust.v2_001991	gene-LOC108625611	gene-LOC117226586	gene-LOC106787465	gene-LOC107073958	Lflavo2a011560
OG0006278	Caust.v2_014785	gene-LOC108632572	gene-LOC117226869	gene-LOC106788043	gene-LOC107072440	Lflavo2a003372
OG0006281	Caust.v2_008220	gene-LOC108626428	gene-LOC117226586	gene-LOC106784670	gene-LOC107064935	Lflavo2a004518
OG0006285	Caust.v2_017570	gene-LOC108632167	gene-LOC117225162	gene-LOC106790847	gene-LOC107073824	Lflavo2a003117
OG0006286	Caust.v2_006632	gene-LOC108625618	gene-LOC117227843	gene-LOC106788077	gene-LOC107065075	Lflavo2a009560
OG0006289	Caust.v2_002244	gene-LOC108628808	gene-LOC117218216	gene-LOC106784173	gene-LOC107067986	Lflavo2a000899
OG0006290	Caust.v2_002312	gene-LOC108630844	gene-LOC117229913	gene-LOC106784173	gene-LOC107064109	Lflavo2a010212
OG0006292	Caust.v2_015218	gene-LOC108630919	gene-LOC117226586	gene-LOC106786638	gene-LOC107070499	Lflavo2a004630
OG0006296	Caust.v2_011968	gene-LOC108632572	gene-LOC117219174	gene-LOC106790417	gene-LOC107073090	Lflavo2a013816
OG0006298	Caust.v2_008917	gene-LOC108632572	gene-LOC117227808	gene-LOC106790091	gene-LOC107064131	Lflavo2a004542
OG0006299	Caust.v2_008923	gene-LOC108627049	gene-LOC117227661	gene-LOC106784553	gene-LOC107073824	Lflavo2a010786
OG0006301	Caust.v2_007301	gene-LOC108630388	gene-LOC117229168	gene-LOC106793863	gene-LOC107073824	Lflavo2a002412
OG0006302	Caust.v2_009483	gene-LOC113464586	gene-LOC117221956	gene-LOC106784258	gene-LOC107066484	Lflavo2a000696
OG0006305	Caust.v2_003581	gene-LOC108632390	gene-LOC117228568	gene-LOC106784173	gene-LOC107067832	Lflavo2a008333
OG0006306	Caust.v2_003597	gene-LOC108629403	gene-LOC117226586	gene-LOC106791672	gene-LOC107067962	Lflavo2a005236
OG0006307	Caust.v2_003551	gene-LOC108632456	gene-LOC117217664	gene-LOC106785079	gene-LOC107063848	Lflavo2a007514
OG0006308	Caust.v2_003554	gene-LOC108632572	gene-LOC117226673	gene-LOC106791301	gene-LOC107065432	Lflavo2a007765
OG0006309	Caust.v2_003579	gene-LOC108632389	gene-LOC117228567	gene-LOC106793262	gene-LOC107073824	Lflavo2a008941
OG0006313	Caust.v2_015829	gene-LOC108623510	gene-LOC117226586	gene-LOC106794022	gene-LOC107073116	Lflavo2a010742
OG0006315	Caust.v2_007973	gene-LOC108623147	gene-LOC117227233	gene-LOC106784173	gene-LOC107074553	Lflavo2a006547
OG0006318	Caust.v2_003023	gene-LOC108632572	gene-LOC117226799	gene-LOC106788480	gene-LOC107065576	Lflavo2a003064
OG0006320	Caust.v2_013296	gene-LOC108632737	gene-LOC117226778	gene-LOC106784173	gene-LOC107068313	Lflavo2a000206
OG0006323	Caust.v2_007836	gene-LOC108629727	gene-LOC117226586	gene-LOC106788473	gene-LOC107065550	Lflavo2a004796
OG0006324	Caust.v2_007850	gene-LOC108627941	gene-LOC117223506	gene-LOC106785559	gene-LOC107068964	Lflavo2a009451
OG0006326	Caust.v2_013582	gene-LOC108629702	gene-LOC117226586	gene-LOC106784504	gene-LOC107071699	Lflavo2a012561
OG0006327	Caust.v2_009825	gene-LOC108626424	gene-LOC117226586	gene-LOC106788474	gene-LOC107065506	Lflavo2a011839
OG0006328	Caust.v2_008416	gene-LOC108632572	gene-LOC117226535	gene-LOC106793932	gene-LOC107069998	Lflavo2a003394
OG0006329	Caust.v2_004279	gene-LOC108632572	gene-LOC117229566	gene-LOC106785923	gene-LOC107074017	Lflavo2a001602
OG0006330	Caust.v2_004300	gene-LOC108632572	gene-LOC117229677	gene-LOC106785966	gene-LOC107072416	Lflavo2a001551
OG0006331	Caust.v2_009040	gene-LOC108632572	gene-LOC117228891	gene-LOC106794054	gene-LOC107067002	Lflavo2a009249
OG0006332	Caust.v2_020305	gene-LOC108632572	gene-LOC117229202	gene-LOC106791364	gene-LOC107073180	Lflavo2a002533
OG0006333	Caust.v2_020353	gene-LOC108622118	gene-LOC117227592	gene-LOC106785502	gene-LOC107068961	Lflavo2a009381
OG0006334	Caust.v2_010106	gene-LOC108632572	gene-LOC117222099	gene-LOC106789089	gene-LOC107072083	Lflavo2a005903
OG0006335	Caust.v2_007640	gene-LOC108625540	gene-LOC117217560	gene-LOC106789613	gene-LOC107074108	Lflavo2a008590
OG0006337	Caust.v2_014459	gene-LOC108632572	gene-LOC117228710	gene-LOC106784664	gene-LOC107064980	Lflavo2a010402
OG0006341	Caust.v2_012044	gene-LOC108632572	gene-LOC117220589	gene-LOC106787847	gene-LOC107064589	Lflavo2a001663
OG0006342	Caust.v2_006559	gene-LOC108632572	gene-LOC117221269	gene-LOC106788594	gene-LOC107065786	Lflavo2a006880
OG0006344	Caust.v2_011851	gene-LOC108632572	gene-LOC117220788	gene-LOC106789227	gene-LOC107070498	Lflavo2a010206
OG0006345	Caust.v2_011841	gene-LOC108632572	gene-LOC117220812	gene-LOC106789221	gene-LOC107066695	Lflavo2a009141
OG0006347	Caust.v2_008648	gene-LOC108623155	gene-LOC117224618	gene-LOC106784173	gene-LOC107069139	Lflavo2a006067
OG0006349	Caust.v2_008645	gene-LOC108623149	gene-LOC117226586	gene-LOC106785584	gene-LOC107065930	Lflavo2a005472
OG0006351	Caust.v2_009552	gene-LOC108628929	gene-LOC117220426	gene-LOC106793102	gene-LOC107073824	Lflavo2a013757
OG0006352	Caust.v2_010337	gene-LOC108622559	gene-LOC117222366	gene-LOC106784173	gene-LOC107070128	Lflavo2a014035
OG0006353	Caust.v2_003425	gene-LOC108632572	gene-LOC117217556	gene-LOC106789861	gene-LOC107067255	Lflavo2a007981
OG0006354	Caust.v2_003431	gene-LOC108632572	gene-LOC117226689	gene-LOC106784733	gene-LOC107073288	Lflavo2a010620
OG0006357	Caust.v2_018329	gene-LOC108623876	gene-LOC117217684	gene-LOC106784173	gene-LOC107065348	Lflavo2a011669
OG0006358	Caust.v2_015431	gene-LOC108627019	gene-LOC117226586	gene-LOC106788275	gene-LOC107066712	Lflavo2a013192
OG0006359	Caust.v2_004662	gene-LOC108630849	gene-LOC117218235	gene-LOC106784173	gene-LOC107067947	Lflavo2a009111
OG0006360	Caust.v2_014389	gene-LOC108632572	gene-LOC117226687	gene-LOC106787672	gene-LOC107071126	Lflavo2a013993
OG0006362	Caust.v2_008179	gene-LOC108632572	gene-LOC117218931	gene-LOC106789722	gene-LOC107074693	Lflavo2a007116
OG0006365	Caust.v2_002789	gene-LOC108623978	gene-LOC117226586	gene-LOC106790246	gene-LOC107067223	Lflavo2a007311
OG0006368	Caust.v2_002890	gene-LOC108624421	gene-LOC117225370	gene-LOC106790272	gene-LOC107073824	Lflavo2a000766
OG0006369	Caust.v2_002892	gene-LOC108624554	gene-LOC117219552	gene-LOC106790033	gene-LOC107074342	Lflavo2a007068
OG0006371	Caust.v2_017578	gene-LOC108632572	gene-LOC117220389	gene-LOC106787708	gene-LOC107066783	Lflavo2a014159
OG0006372	Caust.v2_005568	gene-LOC108627234	gene-LOC117226586	gene-LOC106784114	gene-LOC107066586	Lflavo2a007133
OG0006373	Caust.v2_005557	gene-LOC108627245	gene-LOC117220032	gene-LOC106790530	gene-LOC107073824	Lflavo2a010720
OG0006374	Caust.v2_016060	gene-LOC113465079	gene-LOC117226586	gene-LOC106791624	gene-LOC107070983	Lflavo2a009940
OG0006375	Caust.v2_009983	gene-LOC108632572	gene-LOC117228659	gene-LOC106790597	gene-LOC107065234	Lflavo2a000252
OG0006376	Caust.v2_004890	gene-LOC108631089	gene-LOC117222899	gene-LOC106793994	gene-LOC107069942	Lflavo2a011774
OG0006377	Caust.v2_004902	gene-LOC108627739	gene-LOC117226586	gene-LOC106794052	gene-LOC107067000	Lflavo2a004258
OG0006378	Caust.v2_004919	gene-LOC108627929	gene-LOC117226586	gene-LOC106783899	gene-LOC107066214	Lflavo2a001101
OG0006380	Caust.v2_001434	gene-LOC108632572	gene-LOC117220972	gene-LOC106788221	gene-LOC107068424	Lflavo2a006079
OG0006382	Caust.v2_001473	gene-LOC108631167	gene-LOC117229494	gene-LOC106785333	gene-LOC107069506	Lflavo2a010908
OG0006384	Caust.v2_001534	gene-LOC108629113	gene-LOC117217543	gene-LOC106784173	gene-LOC107065566	Lflavo2a008328
OG0006386	Caust.v2_001626	gene-LOC108632572	gene-LOC117226901	gene-LOC106788323	gene-LOC107064791	Lflavo2a004260
OG0006387	Caust.v2_001680	gene-LOC108631372	gene-LOC117226809	gene-LOC106784173	gene-LOC107070676	Lflavo2a012312
OG0006389	Caust.v2_001673	gene-LOC108625994	gene-LOC117218002	gene-LOC106784173	gene-LOC107070188	Lflavo2a014134
OG0006390	Caust.v2_001710	gene-LOC108626930	gene-LOC117221062	gene-LOC106788451	gene-LOC107073824	Lflavo2a009055
OG0006391	Caust.v2_015810	gene-LOC108632572	gene-LOC117219142	gene-LOC106791045	gene-LOC107070713	Lflavo2a002711
OG0006393	Caust.v2_009717	gene-LOC108623310	gene-LOC117227432	gene-LOC106786818	gene-LOC107068858	Lflavo2a003556
OG0006394	Caust.v2_004121	gene-LOC108632572	gene-LOC117222710	gene-LOC106784888	gene-LOC107065607	Lflavo2a009216
OG0006395	Caust.v2_004165	gene-LOC108632572	gene-LOC117229256	gene-LOC106787906	gene-LOC107074016	Lflavo2a010308
OG0006396	Caust.v2_010522	gene-LOC108622419	gene-LOC117221892	gene-LOC106789734	gene-LOC107066931	Lflavo2a010365
OG0006397	Caust.v2_010533	gene-LOC108622245	gene-LOC117221803	gene-LOC106784989	gene-LOC107073824	Lflavo2a005129
OG0006398	Caust.v2_010545	gene-LOC108622300	gene-LOC117221690	gene-LOC106792535	gene-LOC107073824	Lflavo2a005111
OG0006399	Caust.v2_018748	gene-LOC108629524	gene-LOC117226586	gene-LOC106791639	gene-LOC107071836	Lflavo2a013331
OG0006400	Caust.v2_013875	gene-LOC108632572	gene-LOC117221702	gene-LOC106783653	gene-LOC107072224	Lflavo2a009350
OG0006401	Caust.v2_013602	gene-LOC108632572	gene-LOC117223422	gene-LOC106793813	gene-LOC107070075	Lflavo2a008912
OG0006403	Caust.v2_006013	gene-LOC108630539	gene-LOC117226586	gene-LOC106792164	gene-LOC107070884	Lflavo2a006702
OG0006405	Caust.v2_002632	gene-LOC108632572	gene-LOC117224055	gene-LOC106792505	gene-LOC107074695	Lflavo2a006490
OG0006406	Caust.v2_002715	gene-LOC108632572	gene-LOC117229327	gene-LOC106787439	gene-LOC107073827	Lflavo2a013214
OG0006407	Caust.v2_002731	gene-LOC108632572	gene-LOC117221261	gene-LOC106786284	gene-LOC107065707	Lflavo2a010561
OG0006408	Caust.v2_002735	gene-LOC108632572	gene-LOC117221245	gene-LOC106786245	gene-LOC107065772	Lflavo2a010536
OG0006409	Caust.v2_002749	gene-LOC108632572	gene-LOC117220765	gene-LOC106792122	gene-LOC107074330	Lflavo2a011118
OG0006410	Caust.v2_010670	gene-LOC108628086	gene-LOC117223892	gene-LOC106789703	gene-LOC107064446	Lflavo2a007068
OG0006413	Caust.v2_009179	gene-LOC108632572	gene-LOC117227851	gene-LOC106790237	gene-LOC107069656	Lflavo2a012893
OG0006415	Caust.v2_013001	gene-LOC108632572	gene-LOC117228216	gene-LOC106790121	gene-LOC107072750	Lflavo2a001917
OG0006416	Caust.v2_005490	gene-LOC108626664	gene-LOC117226586	gene-LOC106786934	gene-LOC107071882	Lflavo2a011908
OG0006417	Caust.v2_005518	gene-LOC108630603	gene-LOC117226586	gene-LOC106790335	gene-LOC107071985	Lflavo2a009996
OG0006418	Caust.v2_000833	gene-LOC108632572	gene-LOC117225562	gene-LOC106793324	gene-LOC107068264	Lflavo2a008086
OG0006419	Caust.v2_000913	gene-LOC108632572	gene-LOC117225305	gene-LOC106784939	gene-LOC107067678	Lflavo2a005487
OG0006420	Caust.v2_000973	gene-LOC108625140	gene-LOC117225223	gene-LOC106793931	gene-LOC107073824	Lflavo2a003360
OG0006422	Caust.v2_001020	gene-LOC108632572	gene-LOC117225641	gene-LOC106793887	gene-LOC107074542	Lflavo2a012392
OG0006424	Caust.v2_001036	gene-LOC108632572	gene-LOC117229724	gene-LOC106784582	gene-LOC107065159	Lflavo2a002939
OG0006427	Caust.v2_001118	gene-LOC108622673	gene-LOC117217544	gene-LOC106791295	gene-LOC107073824	Lflavo2a003483
OG0006428	Caust.v2_001180	gene-LOC108630969	gene-LOC117227796	gene-LOC106784173	gene-LOC107067835	Lflavo2a013485
OG0006429	Caust.v2_001167	gene-LOC108624780	gene-LOC117224217	gene-LOC106786540	gene-LOC107067799	Lflavo2a013460
OG0006430	Caust.v2_001177	gene-LOC108623378	gene-LOC117227856	gene-LOC106786506	gene-LOC107067771	Lflavo2a013481
OG0006434	Caust.v2_005815	gene-LOC108624435	gene-LOC117218962	gene-LOC106793013	gene-LOC107073824	Lflavo2a004168
OG0006436	Caust.v2_014187	gene-LOC108627478	gene-LOC117219219	gene-LOC106791199	gene-LOC107073824	Lflavo2a010179
OG0006437	Caust.v2_003809	gene-LOC108624344	gene-LOC117226586	gene-LOC106792565	gene-LOC107070725	Lflavo2a010671
OG0006438	Caust.v2_003851	gene-LOC108631233	gene-LOC117229916	gene-LOC106787090	gene-LOC107073614	Lflavo2a011326
OG0006439	Caust.v2_003863	gene-LOC108631254	gene-LOC117226586	gene-LOC106789225	gene-LOC107066726	Lflavo2a000605
OG0006441	Caust.v2_003868	gene-LOC108625083	gene-LOC117225567	gene-LOC106783590	gene-LOC107073824	Lflavo2a003357
OG0006442	Caust.v2_017531	gene-LOC108632572	gene-LOC117227801	gene-LOC106790080	gene-LOC107073608	Lflavo2a010063
OG0006444	Caust.v2_011785	gene-LOC113464409	gene-LOC117227753	gene-LOC106788068	gene-LOC107064924	Lflavo2a009559
OG0006446	Caust.v2_006925	gene-LOC108632572	gene-LOC117223871	gene-LOC106784812	gene-LOC107066841	Lflavo2a007873
OG0006448	Caust.v2_000005	gene-LOC108632572	gene-LOC117221031	gene-LOC106793123	gene-LOC107071622	Lflavo2a011623
OG0006449	Caust.v2_000011	gene-LOC108624937	gene-LOC117220921	gene-LOC106784173	gene-LOC107068413	Lflavo2a008198
OG0006450	Caust.v2_000013	gene-LOC108632572	gene-LOC117226787	gene-LOC106788258	gene-LOC107068320	Lflavo2a008268
OG0006451	Caust.v2_000123	gene-LOC108632978	gene-LOC117218688	gene-LOC106786946	gene-LOC107072111	Lflavo2a012757
OG0006453	Caust.v2_000302	gene-LOC108632572	gene-LOC117218045	gene-LOC106791484	gene-LOC107073143	Lflavo2a003880
OG0006454	Caust.v2_000301	gene-LOC108632572	gene-LOC117218681	gene-LOC106787032	gene-LOC107066260	Lflavo2a001725
OG0006456	Caust.v2_000441	gene-LOC108623501	gene-LOC117223815	gene-LOC106784173	gene-LOC107072276	Lflavo2a006013
OG0006458	Caust.v2_000532	gene-LOC108625651	gene-LOC117224245	gene-LOC106785493	gene-LOC107073824	Lflavo2a007601
OG0006459	Caust.v2_000602	gene-LOC108626373	gene-LOC117222300	gene-LOC106788207	gene-LOC107068377	Lflavo2a010056
OG0006460	Caust.v2_013289	gene-LOC108632572	gene-LOC117224177	gene-LOC106791890	gene-LOC107072357	Lflavo2a012304
OG0006462	Caust.v2_006388	gene-LOC108632572	gene-LOC117225686	gene-LOC106791149	gene-LOC107069269	Lflavo2a004272
OG0006463	Caust.v2_007099	gene-LOC108623913	gene-LOC117219319	gene-LOC106787226	gene-LOC107068795	Lflavo2a007068
OG0006467	Caust.v2_007250	gene-LOC108623779	gene-LOC117226586	gene-LOC106789528	gene-LOC107064553	Lflavo2a005296
OG0006468	Caust.v2_007248	gene-LOC108623693	gene-LOC117220889	gene-LOC106789516	gene-LOC107064550	Lflavo2a005313
OG0006469	Caust.v2_015237	gene-LOC108623468	gene-LOC117227487	gene-LOC106791164	gene-LOC107073824	Lflavo2a004278
OG0006470	Caust.v2_015238	gene-LOC108623215	gene-LOC117226586	gene-LOC106791147	gene-LOC107069268	Lflavo2a004300
OG0006471	Caust.v2_012433	gene-LOC108623872	gene-LOC117229481	gene-LOC106785989	gene-LOC107073824	Lflavo2a001010
OG0006474	Caust.v2_011437	gene-LOC108632664	gene-LOC117226586	gene-LOC106789698	gene-LOC107064417	Lflavo2a003045
OG0006477	Caust.v2_008872	gene-LOC108632572	gene-LOC117223040	gene-LOC106784103	gene-LOC107069182	Lflavo2a008424
