Orthogroup	Apis_mellifera-longest-isoforms	Ceratina_australensis-longest-isoforms	Ceratina_calcarata-longest-isoforms	Drosophila_melanogaster	Megalopta_genalis-longest-isoforms
OG0005776		Caust.v2_002312	XP_017889862.1	FBgn0022355	XP_033342744.1
OG0005777		Caust.v2_002310	XP_026674056.1, XP_026674057.1	FBgn0039264	
OG0005778		Caust.v2_014350	XP_017876011.1	FBgn0036336	XP_033327413.1
OG0005779		Caust.v2_008368	XP_017891122.1	FBgn0015838	XP_033321474.1
OG0005780		Caust.v2_008379	XP_017892773.2	FBgn0032289	XP_033327805.1
OG0005781		Caust.v2_005037	XP_017889227.1	FBgn0250732	XP_033327067.1
OG0005782		Caust.v2_011965, Caust.v2_020584	XP_017884222.1	FBgn0030035	
OG0005783		Caust.v2_011967		FBgn0032720, FBgn0032721	XP_033323990.1
OG0005784		Caust.v2_022578	XP_017879666.2, XP_017882363.1	FBgn0031957	
OG0005785		Caust.v2_008904, Caust.v2_018225		FBgn0037378	XP_033324224.1
OG0005786		Caust.v2_008902	XP_017877868.1		XP_033324170.1, XP_033324171.1
OG0005787		Caust.v2_008920	XP_017883580.1	FBgn0022027	XP_033338987.1
OG0005788		Caust.v2_007279	XP_017875310.1	FBgn0263594	XP_033328514.1
OG0005789		Caust.v2_007285	XP_026667187.1	FBgn0036652	XP_033341496.1
OG0005790		Caust.v2_007299	XP_017875848.1, XP_026667236.1	FBgn0041184	
OG0005791		Caust.v2_007301	XP_017889175.1	FBgn0031314	XP_033341306.1
OG0005792		Caust.v2_009478		FBgn0030722, FBgn0036029	XP_033329221.1
OG0005793		Caust.v2_009490	XP_017883227.1	FBgn0025336	XP_033333977.1
OG0005794		Caust.v2_006996	XP_026666455.1	FBgn0010452, FBgn0023095	
OG0005795		Caust.v2_007011	XP_026670668.1	FBgn0034918	XP_033330267.1
OG0005796		Caust.v2_011915, Caust.v2_017555	XP_017879421.1	FBgn0022943	
OG0005797		Caust.v2_020391, Caust.v2_021122, Caust.v2_022589			XP_033322045.1
OG0005798		Caust.v2_014157, Caust.v2_019813		FBgn0033996	XP_033326932.1
OG0005799		Caust.v2_003581	XP_017892421.1	FBgn0030239	XP_033340278.1
OG0005800		Caust.v2_003584		FBgn0027786, FBgn0029963	XP_033340280.1
OG0005801		Caust.v2_003569		FBgn0263352	XP_033340898.1, XP_033340905.1
OG0005802		Caust.v2_003579	XP_017892416.1	FBgn0025109	XP_033340277.1
OG0005803		Caust.v2_020390, Caust.v2_020956, Caust.v2_020957, Caust.v2_021992			
OG0005804		Caust.v2_012630, Caust.v2_017985	XP_026666595.1, XP_026666596.1		
OG0005805		Caust.v2_013756, Caust.v2_014135, Caust.v2_022245	XP_017893330.2		
OG0005806		Caust.v2_016308	XP_017890081.1	FBgn0034957	XP_033339714.1
OG0005807		Caust.v2_005702		FBgn0035088	XP_033323632.1, XP_033323633.1
OG0005808		Caust.v2_005735		FBgn0036784, FBgn0037607	XP_033342043.1
OG0005809		Caust.v2_020592		FBgn0031010	XP_033324483.1, XP_033324484.1
OG0005810		Caust.v2_007973	XP_017876948.1	FBgn0030067	XP_033338208.1
OG0005811		Caust.v2_002968	XP_017875068.1	FBgn0034057	XP_033328379.1
OG0005812		Caust.v2_012023		FBgn0054039	XP_033332747.1, XP_033332748.1
OG0005813		Caust.v2_007866		FBgn0032731	XP_033335655.1, XP_033335656.1
OG0005814		Caust.v2_012562	XP_017879858.1	FBgn0264785	XP_033322552.1
OG0005815		Caust.v2_008416, Caust.v2_012297		FBgn0034558	XP_033336880.1
OG0005816		Caust.v2_004288	XP_017880525.1, XP_017880526.1	FBgn0036735	
OG0005817		Caust.v2_010558	XP_017885042.1	FBgn0041100	XP_033336079.1
OG0005818		Caust.v2_004641, Caust.v2_019719, Caust.v2_020019, Caust.v2_020983			
OG0005819		Caust.v2_009013		FBgn0021995	XP_033333122.1, XP_033333123.1
OG0005820		Caust.v2_009017	XP_017877350.1	FBgn0033916	XP_033332754.1
OG0005821		Caust.v2_009042		FBgn0026149	XP_033340872.1, XP_033340873.1
OG0005822		Caust.v2_006710	XP_026674213.1		XP_033324722.1, XP_033324723.1
OG0005823		Caust.v2_011207	XP_017892153.1	FBgn0046258	XP_033336067.1
OG0005824		Caust.v2_009322		FBgn0030467	XP_033325035.1, XP_033325036.1
OG0005825		Caust.v2_009316		FBgn0024249	XP_033322511.1, XP_033339922.1
OG0005826		Caust.v2_010108	XP_017892185.1, XP_017892186.1		XP_033329335.1
OG0005827		Caust.v2_009125	XP_017886568.1	FBgn0035149	XP_033340713.1
OG0005828		Caust.v2_009133		FBgn0015380, FBgn0024245	XP_033325685.1
OG0005829		Caust.v2_014137, Caust.v2_021388		FBgn0015621	XP_033341074.1
OG0005830		Caust.v2_004082, Caust.v2_020536		FBgn0030328	XP_033330946.1
OG0005831		Caust.v2_012233, Caust.v2_018402		FBgn0086355	XP_033338877.1
OG0005832		Caust.v2_012232, Caust.v2_018403		FBgn0036335	XP_033338882.1
OG0005833		Caust.v2_014457		FBgn0028552, FBgn0266721	XP_033340247.1
OG0005834		Caust.v2_014458	XP_017885253.1	FBgn0002284	XP_033340544.1
OG0005835		Caust.v2_012738	XP_017893619.1	FBgn0033169	XP_033338088.1
OG0005836		Caust.v2_014911	XP_017883140.1	FBgn0261086	XP_033334059.1
OG0005837		Caust.v2_006530	XP_017891590.1	FBgn0031254	XP_033328192.1
OG0005838		Caust.v2_014557	XP_017879454.1	FBgn0038880	XP_033341622.1
OG0005839		Caust.v2_008655, Caust.v2_008656		FBgn0034986	XP_033340144.1
OG0005840		Caust.v2_008644	XP_017876955.1	FBgn0028992	XP_033333660.1
OG0005841		Caust.v2_009985, Caust.v2_021185		FBgn0004401	XP_033340415.1
OG0005842		Caust.v2_011173, Caust.v2_018602		FBgn0031392	XP_033330991.1
OG0005843		Caust.v2_009552	XP_017886651.1	FBgn0037220	XP_033326263.1
OG0005844		Caust.v2_014236	XP_017890843.1	FBgn0003278	XP_033339493.1
OG0005845		Caust.v2_014238	XP_017886539.1	FBgn0036213	XP_033322585.1
OG0005846		Caust.v2_016769		FBgn0031248, FBgn0031249, FBgn0053127	
OG0005847		Caust.v2_001577, Caust.v2_017051			XP_033325321.1, XP_033329774.1
OG0005848		Caust.v2_010337	XP_017875984.1	FBgn0030196	XP_033329909.1
OG0005849		Caust.v2_010355	XP_017877259.1	FBgn0004698	XP_033330317.1
OG0005850		Caust.v2_017233		FBgn0032726, FBgn0032727	XP_033323497.1
OG0005851		Caust.v2_003422	XP_026675161.1, XP_026675162.1		XP_033321149.1
OG0005852		Caust.v2_003430	XP_026675155.1	FBgn0036173	XP_033337126.1
OG0005853		Caust.v2_003466, Caust.v2_022432	XP_026667472.1		XP_033331142.1
OG0005854		Caust.v2_003494	XP_017876408.1		XP_033337234.1, XP_033337237.1
OG0005855		Caust.v2_013448	XP_017883804.1, XP_026671272.1	FBgn0036994	
OG0005856		Caust.v2_016568, Caust.v2_018329	XP_026668444.1		XP_033321361.1
OG0005857		Caust.v2_013319		FBgn0053696	XP_033331944.1, XP_033331948.1
OG0005858		Caust.v2_004665, Caust.v2_020826	XP_017889774.1	FBgn0030966	
OG0005859		Caust.v2_004662	XP_017889869.1	FBgn0021895	XP_033322388.1
OG0005860		Caust.v2_004664	XP_017889773.1	FBgn0037638	XP_033324893.1
OG0005861		Caust.v2_008148, Caust.v2_008149		FBgn0260817	XP_033337495.1
OG0005862		Caust.v2_010684	XP_017887989.1	FBgn0000119	XP_033324031.1
OG0005863		Caust.v2_009267, Caust.v2_010697	XP_017879537.1	FBgn0037359	
OG0005864		Caust.v2_016105	XP_017885218.1	FBgn0035121	XP_033340316.1
OG0005865		Caust.v2_002769, Caust.v2_002770, Caust.v2_002771, Caust.v2_002772			
OG0005866		Caust.v2_002781	XP_017886992.1	FBgn0039800, FBgn0039801	
OG0005867		Caust.v2_002814	XP_026668529.1	FBgn0039109	XP_033342452.1
OG0005868		Caust.v2_002817	XP_017878620.1, XP_017878621.1		XP_033334687.1
OG0005869		Caust.v2_002849	XP_017878679.1, XP_026668659.1	FBgn0036488	
OG0005870		Caust.v2_002852	XP_017878390.1	FBgn0028479	XP_033342468.1
OG0005871		Caust.v2_002848	XP_017878678.1	FBgn0036489	XP_033342978.1
OG0005872		Caust.v2_002853, Caust.v2_014169		FBgn0261705	XP_033335479.1
OG0005873		Caust.v2_002876	XP_017878535.1, XP_017878536.1	FBgn0004811	
OG0005874		Caust.v2_002890	XP_026668860.1	FBgn0014455	XP_033334785.1
OG0005875		Caust.v2_002892	XP_017879437.1	FBgn0038224	XP_033324646.1
OG0005876		Caust.v2_002903	XP_017888323.1, XP_026673464.1		XP_033334924.1
OG0005877		Caust.v2_017346	XP_017881953.1	FBgn0032287	XP_033336215.1
OG0005878		Caust.v2_005557	XP_017883899.1	FBgn0026373	XP_033325556.1
OG0005879		Caust.v2_005569, Caust.v2_005571		FBgn0023535	XP_033325519.1
OG0005880		Caust.v2_018238, Caust.v2_018916	XP_026674704.1	FBgn0031347	
OG0005881		Caust.v2_011526, Caust.v2_014946, Caust.v2_020869			XP_033323612.1
OG0005882		Caust.v2_011876	XP_017876540.1	FBgn0033195	XP_033320972.1
OG0005883		Caust.v2_011960	XP_026673853.1	FBgn0265595	XP_033323054.1
OG0005884		Caust.v2_004901	XP_017884636.1	FBgn0037439	XP_033336474.1
OG0005885		Caust.v2_004912	XP_017875480.1	FBgn0028690	XP_033336514.1
OG0005886		Caust.v2_001472	XP_017877243.1, XP_017877244.1, XP_026667949.1		
OG0005887		Caust.v2_001493	XP_017877125.1	FBgn0029785	XP_033330367.1
OG0005888		Caust.v2_001513	XP_026672825.1, XP_026672826.1	FBgn0035085	
OG0005889		Caust.v2_001505	XP_017886979.1	FBgn0031307	XP_033339013.1
OG0005890		Caust.v2_001508, Caust.v2_019474		FBgn0051184	XP_033339017.1
OG0005891		Caust.v2_001534	XP_017886995.1	FBgn0038829	XP_033321107.1
OG0005892		Caust.v2_001623	XP_017888854.1	FBgn0037372	XP_033327638.1
OG0005893		Caust.v2_001628		FBgn0029949, FBgn0035228	XP_033337575.1
OG0005894		Caust.v2_001680	XP_026674617.1	FBgn0004623	XP_033337409.1
OG0005895		Caust.v2_001703		FBgn0034455	XP_033337562.1, XP_033339941.1
OG0005896		Caust.v2_001670	XP_017881899.1	FBgn0051475	XP_033321825.1
OG0005897		Caust.v2_001673	XP_026670224.1	FBgn0085415	XP_033321880.1
OG0005898		Caust.v2_001681	XP_026672589.1	FBgn0283503	XP_033337395.1
OG0005899		Caust.v2_001710	XP_017883373.1	FBgn0030943	XP_033327578.1
OG0005900		Caust.v2_011614, Caust.v2_014492		FBgn0003274	XP_033341753.1
OG0005901		Caust.v2_010454, Caust.v2_018205		FBgn0035601	XP_033320905.1
OG0005902		Caust.v2_004134	XP_017875205.1	FBgn0039686	XP_033328580.1
OG0005903		Caust.v2_004180	XP_017888177.1	FBgn0004054, FBgn0004862	
OG0005904		Caust.v2_004586, Caust.v2_004588	XP_017883644.1, XP_026671131.1		
OG0005905		Caust.v2_010529	XP_017875466.1		XP_033328928.1, XP_033328929.1
OG0005906		Caust.v2_010533	XP_026667379.1	FBgn0031903	XP_033328926.1
OG0005907		Caust.v2_010545	XP_026667106.1	FBgn0284084	XP_033328738.1
OG0005908		Caust.v2_008759, Caust.v2_008760	XP_026670525.1, XP_026670527.1		
OG0005909		Caust.v2_006298		FBgn0036822, FBgn0038079	XP_033331858.1
OG0005910		Caust.v2_006303	XP_017886001.1	FBgn0034962	XP_033331859.1
OG0005911		Caust.v2_018722	XP_017881026.1	FBgn0039296	XP_033322941.1
OG0005912		Caust.v2_008441		FBgn0261436	XP_033334241.1, XP_033334242.1
OG0005913		Caust.v2_008443	XP_026668957.1	FBgn0040324	XP_033334243.1
OG0005914		Caust.v2_002363, Caust.v2_017919	XP_026672542.1	FBgn0039009	
OG0005915		Caust.v2_013595	XP_017882013.1	FBgn0036570	XP_033339606.1
OG0005916		Caust.v2_006005	XP_017889808.1	FBgn0011701	XP_033341568.1
OG0005917		Caust.v2_012835		FBgn0030178	XP_033327033.1, XP_033327034.1
OG0005918		Caust.v2_002652	XP_017875994.1	FBgn0045866	XP_033330335.1
OG0005919		Caust.v2_002667, Caust.v2_005482, Caust.v2_022071	XP_017879825.1		
OG0005920		Caust.v2_002707	XP_017890356.1		XP_033339472.1, XP_033339554.1
OG0005921		Caust.v2_002733	XP_026669928.1, XP_026669930.1		XP_033327929.1
OG0005922		Caust.v2_016606	XP_017887910.1	FBgn0038704	XP_033331959.1
OG0005923		Caust.v2_010669	XP_017887902.1	FBgn0030752	XP_033332392.1
OG0005924		Caust.v2_010670	XP_017885268.1	FBgn0026777	XP_033332380.1
OG0005925		Caust.v2_010660	XP_026673242.1, XP_026673243.1	FBgn0030805	
OG0005926		Caust.v2_010663	XP_017887873.1	FBgn0030803, FBgn0036159	
OG0005927		Caust.v2_009178		FBgn0037779	XP_033339273.1, XP_033339274.1
OG0005928		Caust.v2_009166	XP_026674317.1	FBgn0031240	XP_033338351.1
OG0005929		Caust.v2_005484		FBgn0029084, FBgn0040793	XP_033340638.1
OG0005930		Caust.v2_005488	XP_017882946.1	FBgn0267689	XP_033340179.1
OG0005931		Caust.v2_005498	XP_017882949.1	FBgn0030228	XP_033340114.1
OG0005932		Caust.v2_005517	XP_017889471.1	FBgn0031636, FBgn0035763	
OG0005933		Caust.v2_005506	XP_017889357.1	FBgn0261283	XP_033340003.1
OG0005934		Caust.v2_000676	XP_017881103.1	FBgn0031996	XP_033334518.1
OG0005935		Caust.v2_000686	XP_017881119.1	FBgn0086605	XP_033324426.1
OG0005936		Caust.v2_000784	XP_017881071.1	FBgn0033087	XP_033334480.1
OG0005937		Caust.v2_000908	XP_017892639.1, XP_017892640.1	FBgn0000662	
OG0005938		Caust.v2_000973	XP_017880396.1	FBgn0037713	XP_033334486.1
OG0005939		Caust.v2_000976	XP_017880398.1	FBgn0000180	XP_033342610.1
OG0005940		Caust.v2_001017		FBgn0000451	XP_033335169.1, XP_033335173.1
OG0005941		Caust.v2_001055	XP_017878998.1	FBgn0027537, FBgn0038274	
OG0005942		Caust.v2_001057	XP_017879040.1	FBgn0032848	XP_033334782.1
OG0005943		Caust.v2_001068		FBgn0032256, FBgn0051719	XP_033334779.1
OG0005944		Caust.v2_001070	XP_017878967.1, XP_017878977.1	FBgn0031779	
OG0005945		Caust.v2_001118	XP_017876198.1	FBgn0010382	XP_033321110.1
OG0005946		Caust.v2_001180	XP_017890070.1	FBgn0024366	XP_033339206.1
OG0005947		Caust.v2_012053, Caust.v2_018943	XP_026674998.1	FBgn0034168	
OG0005948		Caust.v2_016037, Caust.v2_017789	XP_026671434.1	FBgn0038000	
OG0005949		Caust.v2_015655, Caust.v2_018475	XP_026671439.1		XP_033330643.1
OG0005950		Caust.v2_018747	XP_017878376.1	FBgn0038585	XP_033335588.1
OG0005951		Caust.v2_005792		FBgn0004868, FBgn0026378	XP_033337389.1
OG0005952		Caust.v2_005802	XP_017879245.1	FBgn0010220	XP_033334255.1
OG0005953		Caust.v2_005815	XP_017879215.1	FBgn0037561	XP_033323624.1
OG0005954		Caust.v2_012275	XP_017888108.1, XP_017888110.1	FBgn0031450	
OG0005955		Caust.v2_014187	XP_017884271.1	FBgn0031640	XP_033324071.1
OG0005956		Caust.v2_016327, Caust.v2_021588		FBgn0033240	XP_033340080.1
OG0005957		Caust.v2_003813		FBgn0032001, FBgn0032002, FBgn0032003	
OG0005958		Caust.v2_003868	XP_017880298.1	FBgn0031710	XP_033335141.1
OG0005959		Caust.v2_003840	XP_026668797.1	FBgn0038053	XP_033329910.1
OG0005960		Caust.v2_003867, Caust.v2_020395		FBgn0031360	XP_033334927.1
OG0005961		Caust.v2_014774	XP_017892275.1	FBgn0028341	XP_033329358.1
OG0005962		Caust.v2_008112	XP_017892299.2, XP_026675498.1		XP_033340324.1
OG0005963		Caust.v2_016019, Caust.v2_016570, Caust.v2_016571		FBgn0001263	
OG0005964		Caust.v2_012717, Caust.v2_013424, Caust.v2_021026			XP_033341175.1
OG0005965		Caust.v2_000001	XP_017880075.1	FBgn0037073	XP_033337564.1
OG0005966		Caust.v2_000011	XP_017880043.1	FBgn0035298	XP_033327278.1
OG0005967		Caust.v2_000023		FBgn0004897, FBgn0004898	XP_033336622.1
OG0005968		Caust.v2_000030	XP_017878085.1	FBgn0024941	XP_033337702.1
OG0005969		Caust.v2_000039	XP_017883464.1	FBgn0004867	XP_033337458.1
OG0005970		Caust.v2_000049	XP_017876040.1	FBgn0032170	XP_033337895.1
OG0005971		Caust.v2_000064	XP_017876026.1	FBgn0086357	XP_033327386.1
OG0005972		Caust.v2_000191, Caust.v2_019767	XP_026667919.1	FBgn0011606	
OG0005973		Caust.v2_000380	XP_017881235.1	FBgn0035264	XP_033323800.1
OG0005974		Caust.v2_000402	XP_017877500.1	FBgn0032597	XP_033325795.1
OG0005975		Caust.v2_000441	XP_026668088.1	FBgn0263351	XP_033332238.1
OG0005976		Caust.v2_000532	XP_017881313.1	FBgn0085442	XP_033332931.1
OG0005977		Caust.v2_000556	XP_026672224.1	FBgn0035766	XP_033339115.1
OG0005978		Caust.v2_000583	XP_017882412.1	FBgn0284251	XP_033329848.1
OG0005979		Caust.v2_006399	XP_017882608.1	FBgn0031818	XP_033330078.1
OG0005980		Caust.v2_006416	XP_017889971.1, XP_017889972.1, XP_017889973.1		
OG0005981		Caust.v2_006417	XP_017890006.1	FBgn0284248	XP_033338295.1
OG0005982		Caust.v2_006424	XP_017889977.1	FBgn0032362	XP_033338283.1
OG0005983		Caust.v2_007076		FBgn0030008, FBgn0030010	XP_033342808.1
OG0005984		Caust.v2_007099	XP_017878264.1	FBgn0035998	XP_033324276.1
OG0005985		Caust.v2_007097	XP_017878399.1	FBgn0003676	XP_033323481.1
OG0005986		Caust.v2_007261		FBgn0035194, FBgn0052318	XP_033336902.1
OG0005987		Caust.v2_007271		FBgn0039125, FBgn0052246	XP_033332371.1
OG0005988		Caust.v2_007269	XP_017885506.1	FBgn0039130	XP_033336866.1
OG0005989		Caust.v2_003038, Caust.v2_021358, Caust.v2_022342	XP_017892959.1		
OG0005990		Caust.v2_015232		FBgn0011604	XP_033326279.1, XP_033326280.1
OG0005991		Caust.v2_015237	XP_017877503.1	FBgn0260759	XP_033338652.1
OG0005992		Caust.v2_012433	XP_017878204.1	FBgn0037661	XP_033341871.1
OG0005993		Caust.v2_012438		FBgn0050172	XP_033340089.1, XP_033342034.1
OG0005994		Caust.v2_011426	XP_026675639.1	FBgn0052380	XP_033330723.1
OG0005995		Caust.v2_011427	XP_017892866.1, XP_017892867.1	FBgn0259168	
OG0005996		Caust.v2_011430, Caust.v2_016115		FBgn0036111	XP_033330673.1
OG0005997		Caust.v2_012062	XP_026674968.1	FBgn0261380	XP_033325819.1
OG0005998		Caust.v2_012067		FBgn0031859, FBgn0042189	XP_033325700.1
OG0005999		Caust.v2_011496	XP_017888705.1	FBgn0015299	XP_033338151.1
OG0006000		Caust.v2_011484, Caust.v2_020554			XP_033325026.1, XP_033325027.1
OG0006001		Caust.v2_014633	XP_026674929.1, XP_026674930.1	FBgn0040964	
OG0006002		Caust.v2_011108	XP_017889807.1	FBgn0037731, FBgn0052939	
OG0006003		Caust.v2_010636	XP_026668326.1, XP_026669786.1		XP_033328819.1
OG0006004		Caust.v2_010806		FBgn0038868	XP_033341594.1, XP_033341595.1
OG0006005		Caust.v2_006107	XP_017879113.1	FBgn0031976	XP_033338046.1
OG0006006		Caust.v2_006140	XP_017888126.1	FBgn0051145	XP_033335898.1
OG0006007		Caust.v2_006117		FBgn0036787, FBgn0052196	XP_033336398.1
OG0006008		Caust.v2_015753	XP_017880229.1	FBgn0034748	XP_033322472.1
OG0006009		Caust.v2_012722, Caust.v2_012727		FBgn0039920	XP_033331101.1
OG0006010		Caust.v2_017035	XP_017885693.1	FBgn0010421	XP_033320878.1
OG0006011		Caust.v2_010051		FBgn0039204	XP_033327409.1, XP_033327410.1
OG0006012		Caust.v2_010056	XP_017881939.1	FBgn0037994, FBgn0040227	
OG0006013		Caust.v2_011352	XP_017888559.1	FBgn0022936	XP_033333696.1
OG0006014		Caust.v2_010886	XP_017880185.1		XP_033338763.1, XP_033338764.1
OG0006015		Caust.v2_010888	XP_017880183.1		XP_033338758.1, XP_033338760.1
OG0006016		Caust.v2_018023	XP_026667747.1, XP_026667748.1, XP_026667749.1		
OG0006017		Caust.v2_007369	XP_017882153.1, XP_017882154.1	FBgn0037045	
OG0006018		Caust.v2_010602, Caust.v2_010604, Caust.v2_019326, Caust.v2_019327			
OG0006019		Caust.v2_010618		FBgn0023517, FBgn0035004	XP_033321041.1
OG0006020		Caust.v2_010621	XP_017888946.1	FBgn0027091	XP_033322324.1
OG0006021		Caust.v2_004457, Caust.v2_020672	XP_017881725.1	FBgn0036486	
OG0006022		Caust.v2_013515		FBgn0034914, FBgn0036221	XP_033341495.1
OG0006023		Caust.v2_016796			XP_033323281.1, XP_033323282.1, XP_033323284.1
OG0006024		Caust.v2_016790, Caust.v2_016791, Caust.v2_016792, Caust.v2_016793			
OG0006025		Caust.v2_003644	XP_017876194.1, XP_026669676.1, XP_026669789.1		
OG0006026		Caust.v2_003694	XP_017879661.1	FBgn0037213	XP_033329359.1
OG0006027		Caust.v2_018340, Caust.v2_020920		FBgn0038966	XP_033341692.1
OG0006028		Caust.v2_009756	XP_017884478.1	FBgn0035134, FBgn0287630	
OG0006029		Caust.v2_020298	XP_017885646.1	FBgn0026751	XP_033339322.1
OG0006030		Caust.v2_007332	XP_017891859.1	FBgn0051612	XP_033330154.1
OG0006031		Caust.v2_013479	XP_017885182.1	FBgn0037084	XP_033340250.1
OG0006032		Caust.v2_010776	XP_017893379.1	FBgn0265193	XP_033330271.1
OG0006033		Caust.v2_004450		FBgn0038055	XP_033324147.1, XP_033324148.1
OG0006034		Caust.v2_004458	XP_026670152.1	FBgn0086130	XP_033338082.1
OG0006035		Caust.v2_007056		FBgn0032052	XP_033332417.1, XP_033332418.1
OG0006036		Caust.v2_005949	XP_017875919.1	FBgn0031099	XP_033320809.1
OG0006037		Caust.v2_005967	XP_017892590.1	FBgn0030798	XP_033327718.1
OG0006038		Caust.v2_002347		FBgn0011270, FBgn0014869	XP_033342093.1
OG0006039		Caust.v2_002370		FBgn0034573	XP_033342856.1, XP_033342865.1
OG0006040		Caust.v2_002414	XP_017886462.1	FBgn0031224	XP_033340132.1
OG0006041		Caust.v2_002433	XP_017889389.1	FBgn0015331	XP_033331030.1
OG0006042		Caust.v2_002460	XP_017889627.1	FBgn0033958	XP_033341634.1
OG0006043		Caust.v2_004042	XP_017884516.1		XP_033333562.1, XP_033333564.1
OG0006044		Caust.v2_004053		FBgn0031478	XP_033336662.1, XP_033336663.1
OG0006045		Caust.v2_004061	XP_026671704.1	FBgn0030694	XP_033336619.1
OG0006046		Caust.v2_004078	XP_017885039.1	FBgn0003517	XP_033330945.1
OG0006047		Caust.v2_014289	XP_017883573.1	FBgn0037447	XP_033324042.1
OG0006048		Caust.v2_014293	XP_017883518.1	FBgn0287187	XP_033339203.1
OG0006049		Caust.v2_007988	XP_017876547.1	FBgn0030177	XP_033330374.1
OG0006050		Caust.v2_007992	XP_017876520.1	FBgn0029113	XP_033325462.1
OG0006051		Caust.v2_007997		FBgn0035591	XP_033341071.1, XP_033341072.1
OG0006052		Caust.v2_017510		FBgn0029715, FBgn0032115	XP_033336064.1
OG0006053		Caust.v2_019514		FBgn0032895, FBgn0051676	XP_033340666.1
OG0006054		Caust.v2_005666	XP_017882082.1	FBgn0032744	XP_033325988.1
OG0006055		Caust.v2_005677		FBgn0039877	XP_033330432.1, XP_033330433.1
OG0006056		Caust.v2_002077	XP_017880866.1	FBgn0265178	XP_033322060.1
OG0006057		Caust.v2_002070		FBgn0031108, FBgn0040651, FBgn0083167	
OG0006058		Caust.v2_002111	XP_026672916.1	FBgn0021825	XP_033322182.1
OG0006059		Caust.v2_002129	XP_017887302.1	FBgn0030406	XP_033327640.1
OG0006060		Caust.v2_010579	XP_017891702.1	FBgn0264078	XP_033321029.1
OG0006061		Caust.v2_010589	XP_017878107.1	FBgn0011586	XP_033327756.1
OG0006062		Caust.v2_011195	XP_017883066.1	FBgn0039876	XP_033327992.1
OG0006063		Caust.v2_011192	XP_026670867.1	FBgn0027492	XP_033327994.1
OG0006064		Caust.v2_011022	XP_017893518.1		XP_033330209.1, XP_033330210.1
OG0006065		Caust.v2_017943	XP_017880041.1	FBgn0032297	XP_033330307.1
OG0006066		Caust.v2_016943		FBgn0037809	XP_033320975.1, XP_033320976.1
OG0006067		Caust.v2_007554	XP_026667609.1	FBgn0034490	XP_033326415.1
OG0006068		Caust.v2_014866	XP_017885836.1	FBgn0015808, FBgn0032715	
OG0006069		Caust.v2_011372		FBgn0032054	XP_033325247.1, XP_033325249.1
OG0006070		Caust.v2_008079	XP_017888955.1	FBgn0263133	XP_033341114.1
OG0006071		Caust.v2_005878	XP_017875325.1	FBgn0039113	XP_033326284.1
OG0006072		Caust.v2_014933		FBgn0010812	XP_033331369.1, XP_033331370.1
OG0006073		Caust.v2_002537	XP_017882764.1		XP_033323352.1, XP_033323353.1
OG0006074		Caust.v2_002569	XP_017875906.1	FBgn0082585	XP_033329117.1
OG0006075		Caust.v2_006750	XP_017883095.1	FBgn0037614, FBgn0037615	
OG0006076		Caust.v2_006756	XP_017883047.1	FBgn0033428	XP_033321347.1
OG0006077		Caust.v2_006778		FBgn0033667, FBgn0033668	XP_033321337.1
OG0006078		Caust.v2_006764	XP_017883514.1	FBgn0036805	XP_033321421.1
OG0006079		Caust.v2_006775	XP_017883606.1	FBgn0037369	XP_033321417.1
OG0006080		Caust.v2_012258	XP_017892731.1	FBgn0015277	XP_033323723.1
OG0006081		Caust.v2_012266	XP_026675594.1, XP_026675595.1	FBgn0027291	
OG0006082		Caust.v2_013463	XP_017888791.1	FBgn0039555	XP_033327336.1
OG0006083		Caust.v2_004753	XP_017875270.1	FBgn0029131, FBgn0040491	
OG0006084		Caust.v2_004762		FBgn0029925	XP_033323211.1, XP_033323212.1
OG0006085		Caust.v2_004786		FBgn0036219	XP_033323224.1, XP_033323311.1
OG0006086		Caust.v2_003191	XP_017883301.1	FBgn0015298	XP_033322401.1
OG0006087		Caust.v2_003222	XP_017886494.1	FBgn0027843	XP_033322429.1
OG0006088		Caust.v2_003221	XP_017886495.1	FBgn0039732	XP_033322432.1
OG0006089		Caust.v2_003225	XP_017886346.1, XP_017886347.1, XP_017886349.1		
OG0006090		Caust.v2_003251	XP_017886502.1	FBgn0038424	XP_033324797.1
OG0006091		Caust.v2_003277	XP_017889537.1	FBgn0039654	XP_033322191.1
OG0006092		Caust.v2_003049		FBgn0039411	XP_033334481.1, XP_033334482.1
OG0006093		Caust.v2_003064	XP_017883952.1	FBgn0033473	XP_033334433.1
OG0006094		Caust.v2_003066		FBgn0001257	XP_033334435.1, XP_033334436.1
OG0006095		Caust.v2_004882, Caust.v2_019318		FBgn0036857	XP_033332275.1
OG0006096		Caust.v2_014140	XP_017875739.1	FBgn0036372	XP_033341073.1
OG0006097		Caust.v2_014144	XP_017875746.1	FBgn0031684	XP_033340651.1
OG0006098		Caust.v2_010961		FBgn0039254	XP_033322295.1, XP_033322297.1
OG0006099		Caust.v2_012969	XP_017881774.1, XP_017881775.1		XP_033336328.1
OG0006100		Caust.v2_015116	XP_017884124.1	FBgn0036691	XP_033324408.1
OG0006101		Caust.v2_015119	XP_026671372.1	FBgn0005633	XP_033324482.1
OG0006102		Caust.v2_015120	XP_026671378.1	FBgn0038814	XP_033324444.1
OG0006103		Caust.v2_003958	XP_017887134.1	FBgn0015615	XP_033325655.1
