Geneid	gene_name	SRR1519115_1_cleanedAligned.sortedByCoord.out.bam	SRR1519113_1_cleanedAligned.sortedByCoord.out.bam	SRR1519114_1_cleanedAligned.sortedByCoord.out.bam	SRR1519108_1_cleanedAligned.sortedByCoord.out.bam	SRR1519111_1_cleanedAligned.sortedByCoord.out.bam	SRR1519116_1_cleanedAligned.sortedByCoord.out.bam	SRR1519109_1_cleanedAligned.sortedByCoord.out.bam	SRR1519110_1_cleanedAligned.sortedByCoord.out.bam	SRR1519117_1_cleanedAligned.sortedByCoord.out.bam	SRR1519112_1_cleanedAligned.sortedByCoord.out.bam
gene-LOC106791076	LOC106791076	0	0	0	1	0	0	2	0	1	1
gene-LOC106791073	LOC106791073	19	22	22	18	46	2	50	3	53	25
gene-Trnal-uaa-4	Trnal-uaa	0	0	0	0	0	0	0	0	0	0
gene-LOC106791069	LOC106791069	11	7	8	10	0	0	0	0	2	2
gene-LOC106791074	LOC106791074	5	5	8	10	1	0	1	0	2	0
gene-LOC106791070	LOC106791070	15	5	12	12	6	9	7	12	17	8
gene-LOC106791079	LOC106791079	26	38	56	38	12	0	16	1	32	13
gene-LOC106791078	LOC106791078	2	2	1	0	0	0	0	0	3	0
gene-LOC106791072	LOC106791072	2	0	1	0	2	0	0	0	2	0
gene-LOC106791071	LOC106791071	0	1	0	0	0	0	0	0	0	0
gene-LOC106791110	LOC106791110	0	0	0	0	0	0	0	0	0	0
gene-LOC106791099	LOC106791099	0	0	1	0	0	0	0	0	0	0
gene-LOC106791100	LOC106791100	13	15	16	8	18	18	14	12	16	11
gene-LOC106791098	LOC106791098	1	3	4	4	0	0	6	3	0	1
gene-LOC106791092	LOC106791092	2	4	2	1	3	8	7	6	8	2
gene-LOC106791080	LOC106791080	7	4	0	2	11	6	10	8	9	9
gene-LOC106791082	LOC106791082	97	118	103	79	216	175	243	194	226	209
gene-LOC106791097	LOC106791097	0	3	0	0	4	3	6	4	1	3
gene-LOC106791093	LOC106791093	18	10	6	15	18	8	19	7	8	15
gene-LOC106791094	LOC106791094	86	110	152	76	159	84	150	163	163	154
gene-LOC106791096	LOC106791096	6	21	10	1	0	0	0	0	0	0
gene-LOC106791104	LOC106791104	48	41	69	49	68	84	78	94	82	81
gene-LOC106791103	LOC106791103	56	68	81	55	106	42	81	70	77	66
gene-LOC106791101	LOC106791101	1	4	0	0	1	0	2	0	1	2
gene-LOC106791102	LOC106791102	4	3	2	0	1	0	2	0	0	0
gene-LOC106791085	LOC106791085	10	24	20	16	67	84	55	62	64	47
gene-LOC106791090	LOC106791090	0	0	0	0	0	0	0	0	0	0
gene-LOC106791088	LOC106791088	1	0	0	1	1	0	1	0	0	0
gene-LOC106791087	LOC106791087	1	0	0	2	0	0	0	0	1	0
gene-LOC106791089	LOC106791089	2	7	0	0	1	1	0	0	0	0
gene-LOC106791086	LOC106791086	360	408	394	378	437	415	376	399	373	390
gene-LOC106791091	LOC106791091	21	92	119	158	138	418	126	302	16	18
gene-LOC106791084	LOC106791084	0	0	0	0	0	0	0	0	0	0
gene-LOC106791083	LOC106791083	0	0	0	0	0	0	0	0	0	0
gene-LOC106791109	LOC106791109	0	1	0	0	0	0	0	0	0	0
gene-LOC106791106	LOC106791106	0	1	1	2	0	0	0	0	0	0
gene-LOC106791105	LOC106791105	35	16	29	41	2	7	5	5	6	1
gene-LOC106791107	LOC106791107	14	15	13	18	44	44	40	41	50	33
gene-LOC106791108	LOC106791108	0	3	0	4	4	2	1	1	1	5
gene-LOC106791111	LOC106791111	0	0	0	0	0	0	0	0	0	0
gene-LOC106791115	LOC106791115	0	0	0	0	0	0	0	0	0	3
gene-LOC106791131	LOC106791131	0	0	0	0	0	0	0	0	0	0
gene-LOC106791117	LOC106791117	309	562	460	336	565	463	477	588	497	389
gene-LOC106791112	LOC106791112	0	7	6	11	6	1	8	3	7	4
gene-LOC106791118	LOC106791118	0	0	0	0	0	0	1	2	0	1
gene-LOC106791119	LOC106791119	0	1	4	2	0	0	2	1	0	0
gene-LOC106791121	LOC106791121	68	63	57	56	28	14	18	19	37	32
gene-LOC106791122	LOC106791122	1	1	4	3	0	3	1	0	3	1
gene-LOC106791123	LOC106791123	0	0	0	0	0	0	3	0	2	0
gene-LOC106791120	LOC106791120	110	59	70	63	65	17	54	32	145	43
gene-LOC106791129	LOC106791129	1	0	0	0	0	0	0	0	3	0
gene-LOC106791128	LOC106791128	1	1	6	14	11	1	1	4	4	3
gene-LOC106791114	LOC106791114	0	0	0	0	0	0	2	0	0	0
gene-LOC106791130	LOC106791130	0	2	2	0	0	0	4	0	3	0
gene-LOC106791113	LOC106791113	5	3	3	5	5	2	13	4	8	7
gene-LOC106791126	LOC106791126	6	5	5	4	9	6	21	9	11	13
gene-LOC106791127	LOC106791127	21	16	19	10	1	0	0	0	2	0
gene-LOC106791124	LOC106791124	1	2	3	0	3	0	3	0	1	0
gene-LOC106791125	LOC106791125	0	4	0	2	2	0	0	0	0	0
gene-LOC106791116	LOC106791116	0	0	0	0	1	0	0	0	0	0
gene-LOC106791135	LOC106791135	0	0	0	0	0	0	0	0	0	0
gene-LOC106791161	LOC106791161	5	0	0	0	1	1	3	0	0	0
gene-LOC106791136	LOC106791136	2	9	1	4	6	2	19	1	7	4
gene-LOC106791137	LOC106791137	2	1	0	3	5	4	10	6	14	9
gene-LOC106791158	LOC106791158	0	0	0	5	3	2	2	0	1	4
gene-LOC106791157	LOC106791157	1	0	0	1	0	0	2	2	3	1
gene-LOC106791140	LOC106791140	186	195	210	218	179	248	250	227	424	286
gene-LOC106791139	LOC106791139	11	9	14	17	0	2	1	2	10	3
gene-LOC106791141	LOC106791141	0	0	0	0	0	0	0	0	0	0
gene-LOC106791142	LOC106791142	2	1	1	13	10	4	20	7	10	9
gene-LOC106791132	LOC106791132	2	0	4	7	5	0	6	0	12	5
gene-LOC106791159	LOC106791159	0	3	6	1	10	6	19	13	17	13
gene-LOC106791152	LOC106791152	6	3	7	4	0	1	0	0	0	0
gene-LOC106791150	LOC106791150	8	9	16	21	6	0	3	3	5	3
gene-LOC106791133	LOC106791133	9	2	8	1	7	15	13	12	13	19
gene-LOC106791134	LOC106791134	0	1	3	0	1	2	4	0	0	3
gene-LOC106791153	LOC106791153	62	54	62	52	28	9	36	15	39	27
gene-LOC106791156	LOC106791156	0	0	0	0	0	0	0	0	0	0
gene-LOC106791154	LOC106791154	2	17	6	15	5	0	1	6	17	5
gene-LOC106791163	LOC106791163	2	4	2	7	0	0	0	0	0	0
gene-LOC106791164	LOC106791164	0	0	0	0	0	0	0	0	0	1
gene-LOC106791147	LOC106791147	3	3	0	8	14	11	3	20	11	6
gene-LOC106791146	LOC106791146	5	4	11	20	17	18	18	15	14	18
gene-LOC106791149	LOC106791149	39	42	48	51	18	24	20	11	23	15
gene-LOC106791145	LOC106791145	14	24	17	8	0	0	0	0	0	0
gene-LOC106791162	LOC106791162	2	3	1	0	6	1	1	0	1	3
gene-LOC106791160	LOC106791160	38	63	91	111	158	108	144	156	145	145
gene-LOC106791143	LOC106791143	2	3	16	11	7	5	12	5	13	5
gene-LOC106791165	LOC106791165	5	3	2	0	8	1	14	2	2	6
gene-LOC106791166	LOC106791166	5	4	5	5	9	9	9	4	8	9
gene-LOC106791176	LOC106791176	0	0	0	0	0	0	0	0	0	0
gene-LOC106791178	LOC106791178	0	0	0	0	0	1	1	0	0	0
gene-LOC106791179	LOC106791179	0	0	0	0	1	0	1	0	0	1
gene-LOC106791168	LOC106791168	0	0	0	0	1	0	0	3	12	5
gene-LOC106791169	LOC106791169	0	0	0	0	0	0	0	0	0	0
gene-LOC106791170	LOC106791170	0	0	0	0	0	0	0	0	0	0
gene-LOC106791171	LOC106791171	0	0	0	0	0	0	0	0	0	0
gene-LOC106791172	LOC106791172	0	0	0	0	0	0	0	0	0	0
gene-LOC106791174	LOC106791174	0	0	0	0	0	0	0	0	0	0
gene-LOC106791173	LOC106791173	0	0	0	0	0	0	0	0	0	0
gene-LOC106791175	LOC106791175	0	0	0	0	0	0	1	0	0	0
gene-LOC106791180	LOC106791180	10	8	5	8	9	16	9	12	10	20
gene-LOC106791187	LOC106791187	0	0	0	0	0	0	0	0	0	0
gene-LOC106791185	LOC106791185	0	0	0	0	0	0	0	0	0	0
gene-LOC106791186	LOC106791186	0	0	0	0	0	1	0	0	0	0
gene-LOC106791184	LOC106791184	26	55	20	39	30	25	25	20	40	38
gene-LOC106791188	LOC106791188	6	7	16	27	22	28	26	25	23	13
gene-LOC106791190	LOC106791190	1	7	1	4	6	4	7	7	3	3
gene-LOC106791189	LOC106791189	7	12	6	3	10	7	20	13	21	15
gene-LOC106791192	LOC106791192	10	10	8	8	21	16	25	6	21	12
gene-LOC106791193	LOC106791193	3	6	2	5	2	4	4	2	4	2
gene-LOC106791194	LOC106791194	9	18	21	15	48	45	34	42	37	45
gene-LOC106791195	LOC106791195	73	55	71	51	144	113	97	132	76	130
gene-LOC106791197	LOC106791197	0	1	0	1	1	0	5	0	1	1
gene-LOC106791202	LOC106791202	7	26	19	18	32	29	39	32	60	25
gene-LOC106791201	LOC106791201	0	0	2	0	0	8	1	4	3	0
gene-LOC106791181	LOC106791181	1	0	1	2	8	6	5	9	17	3
gene-LOC106791198	LOC106791198	5	0	2	2	4	3	4	8	7	7
gene-LOC106791196	LOC106791196	7	5	0	4	5	4	10	2	4	6
gene-LOC106791204	LOC106791204	0	0	0	0	0	0	0	1	0	0
gene-LOC106791182	LOC106791182	0	7	0	2	0	0	1	0	2	1
gene-LOC106791199	LOC106791199	13	27	15	9	5	5	6	11	16	12
gene-LOC106791200	LOC106791200	4	5	5	0	17	13	3	12	12	6
gene-LOC106791183	LOC106791183	0	0	0	0	0	0	1	0	0	0
gene-LOC106791228	LOC106791228	12	9	15	12	0	0	2	1	8	3
gene-LOC106791229	LOC106791229	16	10	41	14	15	10	18	9	8	8
gene-LOC106791206	LOC106791206	0	0	0	0	1	0	0	0	0	0
gene-LOC106791207	LOC106791207	0	0	0	0	0	0	0	0	0	0
gene-LOC106791231	LOC106791231	0	0	2	0	2	0	2	3	1	0
gene-LOC106791205	LOC106791205	17	44	48	47	17	8	16	5	15	11
gene-LOC106791221	LOC106791221	31	30	21	50	27	16	41	41	33	31
gene-LOC106791216	LOC106791216	7	6	11	2	6	5	6	4	4	4
gene-LOC106791218	LOC106791218	594	657	406	553	476	413	422	428	546	537
gene-LOC106791214	LOC106791214	0	0	0	0	0	0	0	2	0	3
gene-LOC106791215	LOC106791215	152	111	138	116	182	152	182	163	232	168
gene-LOC106791217	LOC106791217	4	21	20	19	4	4	13	7	5	6
gene-LOC106791213	LOC106791213	150	196	132	196	51	40	55	40	43	64
gene-LOC106791220	LOC106791220	1	3	5	12	12	7	5	2	14	12
gene-LOC106791225	LOC106791225	14	15	12	16	0	1	4	2	1	2
gene-LOC106791226	LOC106791226	20	70	45	66	0	0	2	0	1	1
gene-LOC106791208	LOC106791208	0	1	1	2	0	1	3	0	3	2
gene-LOC106791211	LOC106791211	52	55	56	67	50	49	47	64	67	49
gene-LOC106791212	LOC106791212	57	54	39	37	71	65	57	35	122	70
gene-LOC106791210	LOC106791210	5	13	6	4	3	1	3	2	4	9
gene-LOC106791209	LOC106791209	3	9	9	8	4	10	9	8	7	5
gene-LOC106791230	LOC106791230	0	0	0	2	0	0	1	0	0	0
gene-LOC106791224	LOC106791224	0	0	1	0	4	5	3	1	1	2
gene-LOC106791223	LOC106791223	1	2	0	0	7	3	4	1	2	0
gene-LOC106791222	LOC106791222	54	76	129	120	180	225	174	229	295	165
gene-LOC106791232	LOC106791232	0	0	0	0	0	0	0	0	0	0
gene-LOC106791235	LOC106791235	3	8	0	6	4	2	13	5	7	1
gene-LOC106791237	LOC106791237	46	86	86	48	113	94	76	94	240	94
gene-LOC106791261	LOC106791261	0	2	0	0	0	0	0	0	0	0
gene-LOC106791241	LOC106791241	53	43	48	34	56	29	50	50	24	18
gene-LOC106791245	LOC106791245	22	15	26	28	23	8	26	19	30	19
gene-LOC106791244	LOC106791244	731	794	902	744	349	48	94	95	199	265
gene-LOC106791242	LOC106791242	4	6	13	9	21	3	3	7	19	10
gene-LOC106791243	LOC106791243	3	0	5	4	2	7	8	7	8	10
gene-LOC106791239	LOC106791239	0	0	1	0	1	0	0	0	0	0
gene-LOC106791238	LOC106791238	11	5	12	17	10	9	24	8	17	2
gene-LOC106791240	LOC106791240	1	1	1	1	1	1	4	2	4	5
gene-LOC106791233	LOC106791233	52	52	54	78	165	153	83	91	282	187
gene-LOC106791263	LOC106791263	0	0	0	1	2	0	3	1	1	0
gene-LOC106791253	LOC106791253	0	2	4	0	3	2	5	5	3	5
gene-LOC106791252	LOC106791252	247	422	492	361	68	39	65	71	70	92
gene-LOC106791255	LOC106791255	8	8	11	9	7	9	5	9	13	5
gene-LOC106791259	LOC106791259	0	2	1	1	3	3	3	6	6	4
gene-LOC106791260	LOC106791260	19	6	6	7	15	1	5	2	9	5
gene-LOC106791256	LOC106791256	0	2	0	1	7	3	2	0	2	1
gene-LOC106791258	LOC106791258	0	64	25	2	65	76	0	86	0	2
gene-LOC106791257	LOC106791257	0	0	2	0	2	2	5	2	0	2
gene-LOC106791264	LOC106791264	2	1	5	0	8	27	0	3	6	0
gene-LOC106791265	LOC106791265	0	2	4	0	1	0	0	0	3	0
gene-LOC106791234	LOC106791234	3	6	0	2	5	2	5	3	3	2
gene-LOC106791247	LOC106791247	0	0	0	3	1	2	0	1	1	0
gene-LOC106791248	LOC106791248	19	34	20	16	15	6	9	12	26	3
gene-LOC106791249	LOC106791249	0	0	0	3	1	2	6	0	1	0
gene-LOC106791250	LOC106791250	2	1	0	0	0	1	0	0	1	0
gene-LOC106791251	LOC106791251	3	18	5	4	3	7	8	5	7	3
gene-LOC106791246	LOC106791246	7	13	13	14	1	0	1	0	0	0
gene-LOC106791296	LOC106791296	2	0	1	0	0	0	1	0	0	0
gene-LOC106791297	LOC106791297	14	19	27	23	9	0	2	7	9	3
gene-LOC106791266	LOC106791266	0	0	0	0	1	1	0	0	0	0
gene-LOC106791298	LOC106791298	5	1	5	0	5	1	11	0	6	1
gene-LOC106791283	LOC106791283	0	0	0	0	0	0	0	0	0	0
gene-LOC106791286	LOC106791286	10	3	11	6	10	17	12	18	8	11
gene-LOC106791287	LOC106791287	45	32	43	44	13	0	0	0	2	23
gene-LOC106791284	LOC106791284	9	6	10	2	1	0	0	0	3	1
gene-LOC106791288	LOC106791288	0	0	0	0	0	0	1	0	0	1
gene-LOC106791289	LOC106791289	0	3	0	0	1	4	1	0	1	1
gene-LOC106791290	LOC106791290	6	2	5	2	3	2	4	4	8	8
gene-LOC106791267	LOC106791267	7	1	8	7	9	10	5	4	8	6
gene-LOC106791293	LOC106791293	23	30	28	37	87	57	53	70	115	70
gene-LOC106791292	LOC106791292	5	3	0	1	3	8	2	13	2	5
gene-LOC106791274	LOC106791274	0	0	1	0	1	0	0	0	0	0
gene-LOC106791276	LOC106791276	107	107	105	114	42	27	37	40	42	40
gene-LOC106791277	LOC106791277	1	0	0	0	1	0	0	0	2	1
gene-LOC106791278	LOC106791278	3	1	1	2	3	3	1	2	1	0
gene-LOC106791280	LOC106791280	2	5	4	4	4	2	11	6	15	6
gene-LOC106791268	LOC106791268	0	0	0	0	0	0	0	0	0	0
gene-LOC106791269	LOC106791269	0	0	0	0	0	0	0	0	0	0
gene-LOC106791270	LOC106791270	0	0	1	0	0	0	0	0	0	0
gene-LOC106791275	LOC106791275	0	0	0	0	0	0	0	0	0	0
gene-LOC106791271	LOC106791271	0	0	0	0	0	3	0	0	0	0
gene-LOC106791273	LOC106791273	0	0	0	0	0	0	0	0	0	0
gene-LOC106791294	LOC106791294	0	0	0	0	0	0	1	0	0	0
gene-LOC106791282	LOC106791282	2	5	0	0	1	0	0	8	0	2
gene-LOC106791281	LOC106791281	3	1	2	1	2	8	1	18	2	1
gene-LOC106791291	LOC106791291	0	0	0	0	0	0	0	0	0	0
gene-LOC106791326	LOC106791326	16	10	15	8	0	0	0	0	3	0
gene-LOC106791304	LOC106791304	0	0	2	0	0	0	0	1	0	0
gene-LOC106791323	LOC106791323	1	0	0	1	0	0	2	0	0	0
gene-LOC106791301	LOC106791301	1	0	0	0	2	0	0	0	0	1
gene-LOC106791319	LOC106791319	2	6	1	8	13	4	6	10	6	4
gene-LOC106791318	LOC106791318	10	11	26	11	43	40	31	49	47	34
gene-LOC106791317	LOC106791317	0	2	0	0	0	0	1	0	1	1
gene-LOC106791306	LOC106791306	3	1	1	5	3	2	8	0	1	1
gene-LOC106791309	LOC106791309	201	205	173	176	527	558	411	414	513	300
gene-LOC106791308	LOC106791308	21	43	39	71	87	77	58	83	95	76
gene-LOC106791307	LOC106791307	23	57	45	33	88	64	90	111	89	82
gene-LOC106791300	LOC106791300	13	5	9	9	3	2	3	5	3	0
gene-LOC106791299	LOC106791299	1	0	0	2	0	1	0	0	1	1
gene-LOC106791303	LOC106791303	0	0	0	0	0	0	0	0	0	0
gene-LOC106791312	LOC106791312	16	28	21	21	16	17	21	20	21	24
gene-LOC106791314	LOC106791314	4	4	1	8	0	3	2	0	0	2
gene-LOC106791313	LOC106791313	1	3	15	3	2	4	0	2	2	2
gene-LOC106791327	LOC106791327	0	0	0	0	0	0	0	1	2	0
gene-LOC106791315	LOC106791315	3	6	1	1	1	2	10	0	1	2
gene-LOC106791305	LOC106791305	2	2	1	5	0	0	0	0	0	0
gene-LOC106791325	LOC106791325	4	11	5	7	6	10	2	3	5	4
gene-LOC106791320	LOC106791320	0	0	1	0	0	0	0	1	0	0
gene-LOC106791322	LOC106791322	0	1	3	0	1	0	0	0	5	3
gene-LOC106791321	LOC106791321	0	0	0	0	0	0	0	0	0	0
gene-LOC106791310	LOC106791310	14	14	13	36	40	19	53	17	30	8
gene-LOC106791311	LOC106791311	48	45	59	21	24	33	31	16	41	30
gene-LOC106791329	LOC106791329	0	0	0	0	0	0	0	0	0	0
gene-LOC106791328	LOC106791328	1	5	0	3	9	4	21	2	8	10
gene-LOC106791343	LOC106791343	65	74	96	87	13	12	18	7	73	28
gene-LOC106791338	LOC106791338	18	32	30	15	72	43	63	54	54	49
gene-LOC106791342	LOC106791342	10	2	1	10	3	6	4	1	18	7
gene-LOC106791340	LOC106791340	0	3	7	3	1	1	0	0	4	1
gene-LOC106791339	LOC106791339	71	77	41	66	19	19	19	5	60	30
gene-LOC106791341	LOC106791341	37	69	43	54	3	0	9	4	12	5
gene-LOC106791330	LOC106791330	0	0	0	0	0	0	0	0	0	0
gene-LOC106791331	LOC106791331	0	0	0	0	0	0	0	0	0	0
gene-LOC106791332	LOC106791332	23	37	34	29	14	24	36	16	22	33
gene-LOC106791334	LOC106791334	24	21	22	16	21	15	13	16	19	16
gene-LOC106791335	LOC106791335	9	5	18	17	20	16	17	14	30	19
gene-LOC106791337	LOC106791337	9	21	17	7	10	11	19	33	25	7
gene-LOC106791333	LOC106791333	4	4	12	4	10	3	9	15	8	6
gene-Trnav-cac-2	Trnav-cac	0	0	0	0	0	0	0	0	0	0
gene-LOC106791345	LOC106791345	3	4	0	2	1	3	2	5	4	1
gene-LOC106791346	LOC106791346	0	0	0	0	0	0	0	0	0	0
gene-LOC106791347	LOC106791347	0	0	0	0	0	0	0	0	0	0
gene-LOC106791348	LOC106791348	0	0	0	0	0	0	0	0	0	0
gene-LOC106791349	LOC106791349	0	0	0	0	0	0	0	0	0	0
gene-LOC106791361	LOC106791361	0	0	0	0	0	0	2	0	0	1
gene-LOC106791356	LOC106791356	6	16	5	6	26	14	24	11	24	12
gene-LOC106791355	LOC106791355	26	29	37	34	25	38	26	25	33	22
gene-LOC106791358	LOC106791358	2	0	0	0	2	3	3	0	3	0
gene-LOC106791357	LOC106791357	3	0	0	6	2	1	1	1	1	1
gene-LOC106791359	LOC106791359	5	0	3	4	0	0	1	4	0	1
gene-LOC106791360	LOC106791360	0	0	1	5	2	2	2	3	2	0
gene-LOC106791351	LOC106791351	39	59	47	61	34	25	40	33	64	52
gene-LOC106791352	LOC106791352	0	4	0	2	3	4	3	3	10	6
gene-LOC106791354	LOC106791354	15	19	5	18	22	3	17	3	9	5
gene-LOC106791350	LOC106791350	0	0	0	0	1	0	1	3	0	0
gene-LOC106791364	LOC106791364	0	0	0	0	0	0	0	0	0	0
gene-LOC106791368	LOC106791368	7	9	2	3	2	0	6	0	4	2
gene-LOC106791370	LOC106791370	24	15	18	8	10	15	6	12	13	9
gene-LOC106791369	LOC106791369	3	5	0	6	3	0	4	0	4	6
gene-LOC106791376	LOC106791376	4	3	4	5	3	3	0	1	3	0
gene-LOC106791366	LOC106791366	179	155	180	138	33	25	33	23	40	150
gene-LOC106791367	LOC106791367	20	17	26	25	43	52	37	51	71	52
gene-LOC106791365	LOC106791365	165	101	79	126	45	41	52	59	82	81
gene-LOC106791373	LOC106791373	3	3	3	0	14	1	9	8	8	7
gene-LOC106791374	LOC106791374	0	1	0	0	1	0	1	0	0	0
gene-LOC106791372	LOC106791372	9	24	21	8	6	0	12	1	11	1
gene-LOC106791371	LOC106791371	7	1	5	6	30	15	19	7	18	18
gene-LOC106791362	LOC106791362	4	0	0	3	1	2	1	0	4	1
gene-LOC106791363	LOC106791363	0	0	0	0	0	2	0	2	2	0
gene-LOC106791388	LOC106791388	1	0	3	3	4	2	4	0	8	2
gene-LOC106791387	LOC106791387	15	26	13	25	19	13	11	26	42	23
gene-LOC106791392	LOC106791392	1	0	1	3	2	0	4	0	1	1
gene-LOC106791391	LOC106791391	8	9	6	14	3	1	0	2	7	2
gene-LOC106791390	LOC106791390	5	9	12	5	13	10	9	10	24	13
gene-LOC106791389	LOC106791389	12	9	23	5	26	24	24	32	36	45
gene-LOC106791385	LOC106791385	1	3	0	2	12	4	5	1	11	6
gene-LOC106791383	LOC106791383	28	23	39	17	34	16	20	8	22	10
gene-LOC106791381	LOC106791381	9	9	15	7	10	7	2	6	14	4
gene-LOC106791382	LOC106791382	0	2	0	0	0	0	0	0	0	0
gene-LOC106791380	LOC106791380	1	0	0	0	5	1	4	2	3	0
gene-LOC106791377	LOC106791377	7	13	7	12	17	21	12	20	17	11
gene-LOC106791379	LOC106791379	35	21	39	37	39	34	42	47	57	34
gene-LOC106791378	LOC106791378	3	4	2	3	2	5	3	5	5	1
gene-LOC106791386	LOC106791386	0	0	0	1	1	1	0	1	0	2
gene-LOC106791398	LOC106791398	0	0	5	0	1	3	5	0	1	4
gene-Trnas-cga-3	Trnas-cga	0	0	0	0	0	0	0	0	0	0
gene-LOC106791395	LOC106791395	5	2	1	4	1	0	6	0	0	2
gene-LOC106791396	LOC106791396	0	0	0	0	0	0	0	0	0	0
gene-LOC106791400	LOC106791400	16	8	2	3	1	1	6	0	5	2
gene-LOC106791393	LOC106791393	0	0	0	0	0	0	0	0	0	0
gene-LOC106791397	LOC106791397	3	0	0	0	0	0	0	0	0	0
gene-LOC106791394	LOC106791394	0	0	0	0	0	0	0	0	0	0
gene-LOC106791401	LOC106791401	0	0	0	0	0	0	0	0	0	0
gene-LOC106791402	LOC106791402	0	0	0	0	0	0	0	0	0	0
gene-LOC106791403	LOC106791403	0	0	0	0	0	0	0	0	0	0
gene-LOC106791404	LOC106791404	0	0	0	0	0	0	0	0	0	0
gene-LOC106791405	LOC106791405	0	0	0	0	0	0	0	0	0	0
gene-LOC106791418	LOC106791418	0	0	0	1	0	0	0	0	0	0
gene-LOC106791419	LOC106791419	0	0	0	0	1	0	0	0	0	0
gene-LOC106791414	LOC106791414	0	0	0	0	0	0	0	0	0	0
gene-LOC106791416	LOC106791416	0	0	0	2	0	0	0	0	2	2
gene-Trnap-ugg-4	Trnap-ugg	0	0	0	0	0	0	0	0	0	0
gene-LOC106791406	LOC106791406	0	0	0	0	0	0	0	0	0	0
gene-LOC106791415	LOC106791415	96	97	98	113	35	12	23	11	42	30
gene-LOC106791407	LOC106791407	0	0	0	0	0	0	1	0	1	0
gene-LOC106791409	LOC106791409	0	0	0	0	0	0	0	0	0	0
gene-LOC106791410	LOC106791410	0	0	0	0	0	0	1	0	0	0
gene-LOC106791411	LOC106791411	0	2	0	0	0	0	0	0	0	0
gene-LOC106791412	LOC106791412	0	0	0	0	1	0	0	0	0	0
gene-LOC106791413	LOC106791413	0	0	0	2	1	0	0	0	0	0
gene-LOC106791420	LOC106791420	0	0	0	0	0	0	0	0	0	0
gene-LOC106791421	LOC106791421	0	0	0	0	0	0	0	1	0	0
gene-LOC106791422	LOC106791422	0	0	0	0	0	0	0	0	0	0
gene-LOC106791424	LOC106791424	1	0	0	0	1	1	0	0	3	1
gene-LOC106791423	LOC106791423	0	0	0	0	0	0	0	0	0	0
gene-LOC106791426	LOC106791426	0	0	5	0	0	0	1	0	0	4
gene-LOC106791431	LOC106791431	0	0	0	0	0	0	0	0	0	0
gene-LOC106791427	LOC106791427	0	0	0	0	0	0	0	0	0	0
gene-LOC106791449	LOC106791449	0	0	0	0	0	0	4	0	0	0
gene-LOC106791442	LOC106791442	5	4	0	6	1	3	9	0	10	4
gene-LOC106791443	LOC106791443	1	0	0	0	1	0	0	0	0	0
gene-LOC106791441	LOC106791441	4	1	6	5	8	3	2	5	18	0
gene-LOC106791428	LOC106791428	0	0	0	0	0	0	0	0	0	0
gene-LOC106791429	LOC106791429	0	1	0	0	3	9	4	2	4	0
gene-LOC106791447	LOC106791447	0	0	0	0	0	0	0	0	0	0
gene-LOC106791446	LOC106791446	5	2	4	4	1	0	0	1	2	5
gene-LOC106791445	LOC106791445	0	0	2	0	0	0	0	0	0	0
gene-LOC106791444	LOC106791444	0	3	1	2	0	0	7	0	4	5
gene-LOC106791440	LOC106791440	8	13	12	7	32	35	28	34	42	15
gene-LOC106791433	LOC106791433	9	17	18	24	41	29	26	17	22	26
gene-LOC106791439	LOC106791439	32	20	32	23	24	34	32	30	35	30
gene-LOC106791436	LOC106791436	7	26	24	30	5	0	2	2	10	1
gene-LOC106791435	LOC106791435	104	145	139	126	185	113	174	142	237	195
gene-LOC106791437	LOC106791437	89	90	114	96	205	140	200	186	183	159
gene-LOC106791430	LOC106791430	1	0	3	0	2	2	1	2	2	1
gene-LOC106791438	LOC106791438	13	11	5	2	6	0	2	2	5	2
gene-LOC106791434	LOC106791434	3	1	3	1	4	1	1	7	5	5
gene-LOC106791432	LOC106791432	0	0	0	0	0	0	0	0	0	0
gene-LOC106791456	LOC106791456	0	0	0	0	0	0	2	0	2	1
gene-LOC106791454	LOC106791454	0	0	0	11	2	1	11	5	3	5
gene-LOC106791450	LOC106791450	0	0	0	0	0	1	0	0	0	3
gene-LOC106791451	LOC106791451	0	0	0	0	0	0	0	0	0	0
gene-LOC106791452	LOC106791452	267	283	345	317	160	5	155	11	172	117
gene-LOC106791455	LOC106791455	0	0	0	1	0	0	2	0	1	0
gene-LOC106791453	LOC106791453	3	0	0	0	0	0	1	1	0	0
gene-LOC106791474	LOC106791474	0	0	0	0	0	0	0	0	0	0
gene-LOC106791473	LOC106791473	0	1	0	0	3	0	0	2	0	0
gene-LOC106791472	LOC106791472	1	9	4	4	6	3	13	2	8	5
gene-LOC106791459	LOC106791459	0	0	0	0	0	0	0	0	0	0
gene-LOC106791458	LOC106791458	1	0	3	0	0	8	3	2	2	2
gene-LOC106791469	LOC106791469	20	18	20	17	34	7	22	14	41	23
gene-LOC106791468	LOC106791468	0	2	0	6	3	3	3	1	5	3
gene-LOC106791471	LOC106791471	10	15	15	6	21	19	12	13	40	9
gene-LOC106791460	LOC106791460	3	3	4	0	0	0	7	0	1	1
gene-LOC106791462	LOC106791462	39	37	33	39	97	77	81	82	69	69
gene-LOC106791464	LOC106791464	5	6	13	9	19	17	17	10	18	14
gene-LOC106791457	LOC106791457	0	1	0	0	1	0	0	1	0	0
