Geneid	gene_name	SRR1519110_1Aligned.sortedByCoord.out.bam	SRR1519115_1Aligned.sortedByCoord.out.bam	SRR1519117_1Aligned.sortedByCoord.out.bam	SRR1519112_1Aligned.sortedByCoord.out.bam	SRR1519109_1Aligned.sortedByCoord.out.bam	SRR1519111_1Aligned.sortedByCoord.out.bam	SRR1519116_1Aligned.sortedByCoord.out.bam	SRR1519108_1Aligned.sortedByCoord.out.bam	SRR1519113_1Aligned.sortedByCoord.out.bam	SRR1519114_1Aligned.sortedByCoord.out.bam
gene-LOC106790082	LOC106790082	8	12	7	3	3	7	3	17	17	20
gene-LOC106790079	LOC106790079	20	3	17	15	12	16	18	8	0	5
gene-LOC106790100	LOC106790100	286	163	277	265	272	364	245	183	175	210
gene-LOC106790101	LOC106790101	339	283	580	439	535	495	370	299	364	361
gene-LOC106790102	LOC106790102	315	167	276	315	293	314	310	175	136	185
gene-LOC106790093	LOC106790093	3525	2502	6468	5584	4106	5476	4805	2412	2059	2045
gene-LOC106790094	LOC106790094	308	90	346	206	290	283	316	125	133	206
gene-LOC106790095	LOC106790095	4054	2006	5914	5443	6673	5342	3774	2510	2657	2932
gene-LOC106790103	LOC106790103	337	370	285	258	672	483	192	158	200	207
gene-LOC106790083	LOC106790083	0	0	2	0	0	0	0	0	0	0
gene-LOC106790084	LOC106790084	1	0	2	0	0	0	0	0	0	0
gene-LOC106790096	LOC106790096	25224	11886	46005	17028	24610	25674	22572	10061	12129	11165
gene-LOC106790086	LOC106790086	5473	3014	4435	4002	5448	5422	5267	2582	2791	3108
gene-LOC106790092	LOC106790092	2079	831	2633	1731	1783	2186	2056	894	846	999
gene-LOC106790091	LOC106790091	2346	308	1978	1114	1321	1674	2618	471	430	560
gene-LOC106790099	LOC106790099	1401	670	1088	1064	1392	1446	1457	641	539	681
gene-LOC106790097	LOC106790097	313	142	493	385	404	453	213	224	171	222
gene-LOC106790098	LOC106790098	627	421	655	578	648	682	749	322	384	346
gene-LOC106790105	LOC106790105	677	513	968	762	776	727	787	403	499	515
gene-LOC106790104	LOC106790104	2272	732	1501	1344	1810	1899	2221	1037	998	1280
gene-LOC106790085	LOC106790085	524	377	1025	649	705	746	564	437	439	451
gene-LOC106790089	LOC106790089	3975	3137	5265	4397	3884	4786	4591	2834	4034	4169
gene-LOC106790090	LOC106790090	31	8	32	21	17	24	23	10	3	6
gene-LOC106790087	LOC106790087	3625	2127	3300	2784	3431	3796	3416	2082	2091	2470
gene-LOC106790106	LOC106790106	1102	640	771	723	1058	1042	1121	499	623	747
gene-LOC106790108	LOC106790108	0	0	0	0	0	0	0	0	0	0
gene-LOC106790113	LOC106790113	10	6	5	12	3	7	5	9	1	14
gene-LOC106790114	LOC106790114	166	180	224	184	207	260	123	187	177	201
gene-LOC106790109	LOC106790109	3	54	2	3	2	8	2	48	58	47
gene-LOC106790115	LOC106790115	351	219	102	209	307	515	351	200	244	313
gene-LOC106790111	LOC106790111	286	74	58	95	159	194	223	119	98	108
gene-LOC106790116	LOC106790116	345	222	329	384	401	457	262	267	266	278
gene-LOC106790117	LOC106790117	330	342	687	468	366	447	497	256	285	380
gene-LOC106790119	LOC106790119	299	158	313	249	261	314	318	142	133	174
gene-LOC106790121	LOC106790121	1555	713	1844	1201	1341	1523	1697	737	668	862
gene-LOC106790112	LOC106790112	90	81	82	52	93	98	78	55	46	66
gene-LOC106790118	LOC106790118	81	63	97	49	102	131	116	32	56	39
gene-LOC106790122	LOC106790122	0	0	0	0	0	0	0	0	0	0
gene-LOC106790123	LOC106790123	7864	6087	10454	7227	7804	9591	8741	4305	4192	4816
gene-LOC106790125	LOC106790125	33	10	24	35	25	66	25	14	10	8
gene-LOC106790124	LOC106790124	181	115	262	230	256	240	276	123	113	143
gene-LOC106790134	LOC106790134	381	167	17	65	297	276	154	164	83	131
gene-LOC106790132	LOC106790132	47	37	69	52	64	39	38	46	33	57
gene-LOC106790133	LOC106790133	498	392	583	567	565	657	535	282	376	361
gene-LOC106790126	LOC106790126	6172	1617	3215	2809	5051	6402	6162	2281	1761	2200
gene-LOC106790129	LOC106790129	1042	876	841	845	946	1060	923	877	766	777
gene-LOC106790131	LOC106790131	133	10	68	122	121	86	90	80	26	70
gene-LOC106790128	LOC106790128	6245	3103	4045	5563	6191	5981	6543	2240	2891	3902
gene-LOC106790135	LOC106790135	0	0	0	0	0	0	0	0	0	0
gene-LOC106790136	LOC106790136	0	0	0	0	0	0	0	0	0	0
gene-LOC106790147	LOC106790147	230	110	314	231	211	252	220	202	131	165
gene-LOC106790146	LOC106790146	18	21	12	17	32	29	19	13	36	24
gene-LOC106790145	LOC106790145	189	136	247	256	232	240	170	157	148	198
gene-LOC106790142	LOC106790142	1120	583	1383	1070	1127	1085	953	776	609	720
gene-LOC106790144	LOC106790144	197	109	289	151	116	223	179	71	74	85
gene-LOC106790155	LOC106790155	305	273	286	281	349	349	307	233	281	237
gene-LOC106790148	LOC106790148	579	353	450	478	619	662	504	284	369	346
gene-LOC106790150	LOC106790150	1199	664	1093	1285	1326	1271	1153	707	636	923
gene-LOC106790151	LOC106790151	1406	583	1242	1194	1351	1455	1508	664	666	777
gene-LOC106790149	LOC106790149	28	109	96	60	39	63	27	163	106	106
gene-LOC106790153	LOC106790153	36	78	52	67	65	54	29	78	55	73
gene-LOC106790139	LOC106790139	232	127	331	242	243	300	240	139	130	153
gene-LOC106790137	LOC106790137	0	0	0	0	0	0	0	0	0	0
gene-LOC106790141	LOC106790141	3	0	1	0	3	2	2	0	0	1
gene-LOC106790138	LOC106790138	0	0	0	0	0	0	0	0	0	0
gene-LOC106790154	LOC106790154	1026	850	1736	1293	1221	1270	1371	720	767	744
gene-LOC106790140	LOC106790140	103	73	91	123	117	125	115	114	129	80
gene-LOC106790159	LOC106790159	106	32	110	84	116	177	66	87	52	27
gene-Trnap-cgg-3	Trnap-cgg	0	0	0	0	0	0	0	0	0	0
gene-LOC106790156	LOC106790156	3	6	1	0	2	1	12	0	1	0
gene-LOC106790157	LOC106790157	27	14	27	19	17	38	32	27	19	19
gene-LOC106790158	LOC106790158	480	234	651	609	557	576	483	398	278	457
gene-LOC106790165	LOC106790165	1	0	2	2	3	3	0	3	3	1
gene-LOC106790170	LOC106790170	869	273	753	500	626	785	623	439	322	448
gene-LOC106790171	LOC106790171	483	217	470	504	463	535	423	261	231	261
gene-LOC106790172	LOC106790172	14	11	13	5	6	13	5	12	8	7
gene-LOC106790178	LOC106790178	255	134	389	257	305	350	358	130	141	178
gene-LOC106790174	LOC106790174	2788	959	3895	2706	2787	3340	3162	1348	1185	1270
gene-LOC106790173	LOC106790173	103	229	42	189	171	91	91	108	122	76
gene-LOC106790177	LOC106790177	11	38	25	17	16	36	7	4	19	12
gene-LOC106790175	LOC106790175	53	289	145	201	87	145	71	46	96	63
gene-LOC106790161	LOC106790161	0	0	0	0	0	0	0	0	0	0
gene-LOC106790162	LOC106790162	0	0	0	0	0	0	0	0	0	0
gene-LOC106790163	LOC106790163	0	0	2	2	2	1	1	4	0	0
gene-LOC106790164	LOC106790164	0	16	1	0	0	3	0	0	0	0
gene-LOC106790179	LOC106790179	131	48	32	7	38	52	303	6	45	41
gene-LOC106790166	LOC106790166	417	257	290	331	514	478	445	261	306	329
gene-LOC106790168	LOC106790168	619	370	629	594	677	758	739	292	346	374
gene-LOC106790167	LOC106790167	97	16	73	83	68	92	78	34	35	34
gene-LOC106790184	LOC106790184	6	1	8	3	3	8	5	3	6	2
gene-LOC106790180	LOC106790180	0	0	1	0	0	0	0	0	0	0
gene-LOC106790181	LOC106790181	0	0	0	0	1	0	0	0	0	3
gene-LOC106790182	LOC106790182	0	0	0	0	0	0	0	0	0	0
gene-LOC106790183	LOC106790183	0	0	0	0	0	0	0	0	0	0
gene-LOC106790185	LOC106790185	0	0	0	0	0	0	0	0	0	0
gene-LOC106790190	LOC106790190	11	29	19	20	15	11	11	41	28	36
gene-LOC106790194	LOC106790194	8	8	2	6	21	15	16	10	1	4
gene-LOC106790193	LOC106790193	266	292	389	369	369	346	270	272	341	283
gene-LOC106790192	LOC106790192	1131	623	1243	1036	1210	1336	1062	618	601	653
gene-LOC106790196	LOC106790196	2119	768	3612	2244	1924	2684	2160	839	699	851
gene-LOC106790209	LOC106790209	931	721	1586	1231	1147	1160	985	650	574	834
gene-LOC106790205	LOC106790205	2406	1474	7108	3285	2671	3263	3912	1423	1310	2030
gene-LOC106790211	LOC106790211	534	62	642	103	378	301	383	66	75	55
gene-Trnae-uuc-4	Trnae-uuc	0	0	0	0	0	0	0	0	0	0
gene-LOC106790208	LOC106790208	29	42	39	29	45	49	35	36	23	32
gene-LOC106790207	LOC106790207	2	43	52	25	29	28	7	53	27	46
gene-LOC106790206	LOC106790206	1296	528	1056	897	1120	1123	1053	683	597	672
gene-LOC106790202	LOC106790202	66	66	99	79	97	82	81	74	57	88
gene-LOC106790198	LOC106790198	1159	771	827	854	1372	1205	827	902	912	856
gene-LOC106790197	LOC106790197	83	33	40	22	35	29	22	253	59	86
gene-LOC106790201	LOC106790201	59	54	71	72	66	58	66	57	41	40
gene-LOC106790204	LOC106790204	141	120	121	159	182	230	173	69	104	127
gene-LOC106790199	LOC106790199	665	389	613	706	742	887	668	404	439	431
gene-LOC106790200	LOC106790200	12	3	5	9	3	12	4	0	2	2
gene-LOC106790189	LOC106790189	180	39	28	78	104	103	82	258	98	127
gene-LOC106790191	LOC106790191	10	6	0	1	1	0	9	2	3	0
gene-LOC106790210	LOC106790210	1218	561	1129	1060	1255	1287	1224	579	515	796
gene-LOC106790186	LOC106790186	2076	1409	2454	1745	1746	2460	1790	893	973	1090
gene-LOC106790212	LOC106790212	2	0	2	5	2	5	0	0	0	0
gene-LOC106790213	LOC106790213	315	139	354	299	331	318	153	331	167	202
gene-LOC106790215	LOC106790215	1493	666	1193	1233	1720	1698	1197	653	698	881
gene-LOC106790217	LOC106790217	3177	2018	2659	2365	2880	3419	2436	1875	1980	2237
gene-LOC106790220	LOC106790220	236	20	241	82	221	129	102	96	64	89
gene-LOC106790214	LOC106790214	722	221	930	502	545	822	684	276	228	258
gene-LOC106790219	LOC106790219	1653	507	1497	1032	1252	1774	1210	676	526	590
gene-LOC106790216	LOC106790216	30	10	7	7	10	16	7	2	7	4
gene-Trnah-gug-4	Trnah-gug	0	0	0	0	0	0	0	0	0	0
gene-LOC106790229	LOC106790229	3957	114	24	26	633	494	4616	1432	756	983
gene-LOC106790228	LOC106790228	5058	1241	6887	3936	4078	5289	5127	1656	1093	1748
gene-LOC106790245	LOC106790245	10	6	9	7	10	10	10	19	10	13
gene-LOC106790244	LOC106790244	98	73	119	116	99	91	58	111	71	100
gene-LOC106790246	LOC106790246	1	0	3	0	2	0	1	4	0	0
gene-LOC106790231	LOC106790231	1572	568	1272	1114	1088	1464	1378	827	710	778
gene-LOC106790230	LOC106790230	1	150	5	1	0	2	3	221	165	237
gene-LOC106790221	LOC106790221	2265	1218	1235	1763	1819	2622	1734	1681	1336	1593
gene-LOC106790233	LOC106790233	97	92	72	95	119	132	54	97	68	124
gene-LOC106790225	LOC106790225	5370	1680	5207	3889	3856	5909	4143	1755	1329	1831
gene-LOC106790227	LOC106790227	1848	531	2277	1501	1541	1848	2148	677	562	750
gene-LOC106790241	LOC106790241	1545	757	1202	1232	1367	1762	1498	698	668	751
gene-LOC106790242	LOC106790242	686	245	1110	687	670	737	854	335	267	333
gene-LOC106790243	LOC106790243	1763	369	2424	1348	1747	2416	1697	469	384	533
gene-LOC106790238	LOC106790238	208	173	302	258	204	290	178	205	144	179
gene-LOC106790235	LOC106790235	309	82	279	288	215	258	279	164	101	159
gene-LOC106790236	LOC106790236	21	92	57	48	48	40	18	111	97	106
gene-LOC106790237	LOC106790237	678	417	941	743	955	912	753	429	424	647
gene-LOC106790234	LOC106790234	1963	725	1701	1317	1646	1979	1848	943	798	864
gene-LOC106790222	LOC106790222	165	75	143	174	135	152	123	105	65	100
gene-LOC106790224	LOC106790224	32	0	37	41	24	13	29	3	5	5
gene-LOC106790223	LOC106790223	1231	449	1316	1097	1157	1126	1544	509	392	436
gene-LOC106790249	LOC106790249	37	32	79	34	33	46	34	25	34	33
gene-LOC106790248	LOC106790248	253	118	218	140	206	200	187	120	97	91
gene-LOC106790258	LOC106790258	1103	811	767	912	1094	1368	1124	526	646	759
gene-LOC106790252	LOC106790252	366	291	684	449	451	471	352	312	326	423
gene-LOC106790259	LOC106790259	113	8	6	10	29	78	156	0	33	59
gene-LOC106790260	LOC106790260	1476	710	441	370	446	1820	1198	956	698	577
gene-LOC106790256	LOC106790256	8603	6922	9978	8754	8495	10231	6436	5265	6997	6961
gene-LOC106790250	LOC106790250	273	193	543	196	238	345	197	144	120	80
gene-LOC106790251	LOC106790251	163	89	363	343	169	321	231	150	174	188
gene-LOC106790253	LOC106790253	237	175	286	322	179	255	211	195	162	227
gene-LOC106790254	LOC106790254	280	278	237	276	290	354	290	202	196	187
gene-LOC106790261	LOC106790261	583	255	744	479	652	741	572	275	273	358
gene-LOC106790257	LOC106790257	101	46	101	91	64	99	104	58	29	24
gene-LOC106790294	LOC106790294	119	64	80	61	74	66	121	90	66	72
gene-LOC106790262	LOC106790262	4	0	0	0	2	0	0	4	0	0
gene-LOC106790263	LOC106790263	93	2	0	0	19	0	3	20	12	22
gene-LOC106790293	LOC106790293	48	0	0	0	8	3	2	99	6	22
gene-LOC106790268	LOC106790268	3439	806	3137	2387	2961	3207	3298	1078	891	1027
gene-LOC106790292	LOC106790292	2309	1162	2320	2232	2241	2426	2517	1177	1125	1440
gene-LOC106790295	LOC106790295	100	1617	14	24	60	46	44	12	1	84
gene-LOC106790287	LOC106790287	109	128	204	156	164	197	94	196	175	179
gene-LOC106790286	LOC106790286	3684	1482	188	542	3515	3538	1959	2359	1748	2338
gene-LOC106790291	LOC106790291	1265	535	1244	1064	1128	1303	1528	562	571	738
gene-LOC106790290	LOC106790290	24	109	103	73	61	58	26	226	122	187
gene-LOC106790275	LOC106790275	2658	1699	1668	1985	2856	2876	3393	1255	1729	1872
gene-LOC106790274	LOC106790274	41770	18101	40876	37833	44609	46544	53795	15846	22088	17217
gene-LOC106790284	LOC106790284	24	6	18	15	9	23	35	14	2	4
gene-LOC106790285	LOC106790285	10	2	16	15	7	6	9	6	14	1
gene-LOC106790283	LOC106790283	975	525	1117	905	915	1223	762	704	539	581
gene-LOC106790273	LOC106790273	3332	1608	3372	1851	3074	3186	2676	1844	1461	1940
gene-LOC106790270	LOC106790270	191	173	544	323	321	346	222	241	202	290
gene-LOC106790272	LOC106790272	1694	147	638	458	564	1602	1629	348	452	492
gene-LOC106790289	LOC106790289	12	2	13	13	13	31	16	4	1	10
gene-LOC106790288	LOC106790288	754	277	1186	642	762	896	756	394	286	541
gene-LOC106790278	LOC106790278	40	5	0	0	87	7	7	39	1	11
gene-LOC106790277	LOC106790277	25	2	0	0	26	3	2	18	12	19
gene-LOC106790265	LOC106790265	0	0	0	0	0	0	0	0	0	0
gene-LOC106790276	LOC106790276	73	21	1	0	8	2	11	44	88	65
gene-LOC106790280	LOC106790280	14	1	0	0	5	0	0	27	4	0
gene-LOC106790282	LOC106790282	20	0	0	0	14	1	1	9	0	0
gene-LOC106790281	LOC106790281	25	0	0	0	14	0	0	20	10	4
gene-LOC106790279	LOC106790279	139	3	0	0	68	4	14	154	23	13
gene-LOC106790266	LOC106790266	36	1	0	0	7	0	4	35	4	1
gene-LOC106790269	LOC106790269	0	0	0	0	0	0	0	1	0	0
gene-LOC106790267	LOC106790267	0	0	0	0	0	0	0	0	0	0
gene-LOC106790317	LOC106790317	111	17	28	32	130	166	73	43	21	22
gene-LOC106790305	LOC106790305	1843	1693	2316	2054	2046	2519	1928	1940	1642	1526
gene-LOC106790311	LOC106790311	318	110	383	228	318	322	288	130	108	128
gene-LOC106790313	LOC106790313	105	162	209	172	186	187	92	180	188	195
gene-LOC106790315	LOC106790315	601	364	545	553	653	646	570	367	409	417
gene-LOC106790307	LOC106790307	535	257	776	549	603	580	591	275	279	350
gene-LOC106790306	LOC106790306	637	196	116	125	250	196	201	828	322	355
gene-LOC106790299	LOC106790299	2432	618	2143	1704	1898	2048	2807	855	712	868
gene-LOC106790309	LOC106790309	874	542	1075	805	934	1004	928	547	511	560
gene-LOC106790310	LOC106790310	1004	783	1403	1149	1137	1265	1035	611	722	760
gene-LOC106790300	LOC106790300	894	622	952	954	920	1113	782	780	639	678
gene-LOC106790303	LOC106790303	30	11	10	10	25	25	7	58	27	28
gene-LOC106790304	LOC106790304	3	85	55	84	93	116	8	103	121	92
gene-LOC106790302	LOC106790302	211	205	315	286	299	264	191	231	160	266
gene-LOC106790298	LOC106790298	138	88	194	186	229	194	177	126	115	179
gene-LOC106790316	LOC106790316	770	287	836	709	773	782	1015	312	280	470
gene-LOC106790314	LOC106790314	130	9	5	13	96	44	36	72	25	80
gene-LOC106790296	LOC106790296	0	0	0	0	0	0	0	0	0	0
gene-LOC106790297	LOC106790297	0	0	0	0	0	0	0	0	1	0
gene-LOC106790323	LOC106790323	1783	865	2483	1527	1185	1920	1168	590	529	780
gene-LOC106790335	LOC106790335	228	75	153	182	164	196	267	82	76	108
gene-LOC106790333	LOC106790333	1388	769	1039	1299	1451	1451	1366	620	904	842
gene-LOC106790318	LOC106790318	0	2	0	0	1	0	1	0	0	0
gene-LOC106790332	LOC106790332	1496	332	451	714	1032	1036	963	791	547	712
gene-LOC106790325	LOC106790325	3156	1508	2919	2232	2940	3185	2458	1795	1409	1878
gene-LOC106790324	LOC106790324	1680	714	1709	1121	1498	1711	1567	696	685	945
gene-LOC106790329	LOC106790329	480	278	394	388	487	535	386	298	248	357
gene-LOC106790327	LOC106790327	2398	1724	2111	2011	2617	2581	2602	1468	1661	1654
gene-LOC106790328	LOC106790328	2007	2111	2892	2643	2233	2606	1971	2304	2191	2115
gene-LOC106790319	LOC106790319	3613	902	2758	2291	3004	2989	3672	1217	1135	1062
gene-LOC106790322	LOC106790322	241	153	208	225	233	291	185	183	169	191
gene-LOC106790321	LOC106790321	24120	10461	19917	17508	23801	24056	25960	9575	9931	9619
gene-LOC106790320	LOC106790320	3888	1478	4209	2409	3331	4159	3813	1474	1254	1582
gene-LOC106790330	LOC106790330	578	152	615	340	419	517	484	204	117	225
gene-LOC106790331	LOC106790331	171	110	218	188	191	203	211	116	139	141
gene-LOC106790334	LOC106790334	891	425	789	679	692	937	628	608	701	496
gene-LOC106790340	LOC106790340	137	104	244	215	155	191	141	81	118	72
gene-LOC106790339	LOC106790339	352	164	489	269	324	314	359	198	191	231
gene-LOC106790336	LOC106790336	0	0	1	3	2	2	0	2	4	2
gene-LOC106790342	LOC106790342	171	202	260	228	234	212	155	211	192	280
gene-LOC106790338	LOC106790338	15	1	0	2	6	2	19	12	5	4
gene-LOC106790341	LOC106790341	273	95	306	201	234	267	224	132	99	144
gene-LOC106790337	LOC106790337	16	17	22	16	6	13	9	7	0	12
gene-LOC106790343	LOC106790343	312	93	495	364	373	390	394	151	83	154
gene-LOC106790352	LOC106790352	1047	424	976	830	745	981	904	470	439	480
gene-LOC106790353	LOC106790353	2	3	0	1	4	0	0	7	1	0
gene-LOC106790344	LOC106790344	334	31	145	29	265	167	230	41	79	44
gene-LOC106790345	LOC106790345	54	1	72	1	102	29	60	6	13	3
gene-Trnal-aag-3	Trnal-aag	0	0	0	0	0	0	0	0	0	0
gene-LOC106790346	LOC106790346	73	33	6	23	67	40	65	115	19	22
gene-LOC106790347	LOC106790347	325	167	528	372	344	428	327	155	139	249
gene-LOC106790357	LOC106790357	1039	907	1073	781	1129	1102	1180	582	731	672
gene-LOC106790349	LOC106790349	435	224	285	227	356	381	302	239	243	220
gene-LOC106790348	LOC106790348	309	270	266	269	285	365	299	254	216	275
gene-LOC106790350	LOC106790350	1236	478	930	1008	1093	1229	1251	595	647	718
gene-LOC106790354	LOC106790354	403	307	470	409	478	447	447	298	379	333
gene-LOC106790355	LOC106790355	62	48	48	69	74	62	43	74	55	85
gene-LOC106790356	LOC106790356	223	270	341	288	272	335	253	239	236	335
gene-LOC106790362	LOC106790362	7559	2673	6306	5340	7223	7392	7431	3132	2729	3052
gene-LOC106790363	LOC106790363	511	457	500	451	475	567	444	406	360	393
gene-LOC106790365	LOC106790365	726	353	861	573	651	704	703	367	355	389
gene-LOC106790364	LOC106790364	3408	1880	5233	4095	3318	4334	5200	1945	1620	2436
gene-LOC106790366	LOC106790366	728	5	6	4	60	334	978	4	176	172
gene-LOC106790358	LOC106790358	316	137	373	267	365	420	369	156	123	223
gene-LOC106790361	LOC106790361	30	28	61	34	29	33	35	33	49	27
gene-LOC106790360	LOC106790360	353	176	579	384	338	353	426	197	150	183
gene-LOC106790381	LOC106790381	1722	1006	1103	1077	1338	1862	1365	749	760	891
gene-LOC106790385	LOC106790385	1236	5306	1092	1462	1740	1587	292	3652	4572	2564
gene-LOC106790384	LOC106790384	138	62	143	118	108	168	187	86	116	96
gene-LOC106790382	LOC106790382	691	697	630	739	907	967	557	658	791	803
gene-LOC106790383	LOC106790383	316	152	333	208	334	332	347	130	165	138
gene-LOC106790387	LOC106790387	963	624	1017	1181	1067	1212	831	667	692	855
gene-LOC106790386	LOC106790386	720	441	783	765	727	776	722	530	448	505
gene-LOC106790367	LOC106790367	0	10	0	0	1	1	1	0	0	0
gene-LOC106790398	LOC106790398	755	272	983	702	789	871	1027	304	305	405
gene-LOC106790397	LOC106790397	5	3	3	4	5	5	2	2	1	1
gene-LOC106790396	LOC106790396	1253	402	1388	1183	1267	1447	1586	448	535	540
gene-LOC106790376	LOC106790376	30	64	15	31	38	62	44	41	54	17
gene-LOC106790374	LOC106790374	272	148	601	340	224	347	367	169	144	157
gene-LOC106790378	LOC106790378	3594	1628	4446	3612	3105	4047	3663	1588	982	1234
gene-LOC106790379	LOC106790379	256	102	198	178	272	202	186	180	136	202
gene-LOC106790380	LOC106790380	61	24	54	71	52	43	96	31	25	50
gene-LOC106790375	LOC106790375	9460	2591	5575	5032	7414	9995	6089	3834	3328	3731
gene-LOC106790377	LOC106790377	82	27	49	55	59	50	61	43	35	40
gene-LOC106790368	LOC106790368	51	5	19	7	69	9	89	16	11	20
gene-LOC106790369	LOC106790369	3	3	5	4	17	3	2	10	6	10
gene-LOC106790370	LOC106790370	6	0	1	1	6	0	8	0	1	2
gene-LOC106790388	LOC106790388	1578	1435	2683	2365	1823	2449	2943	1005	1372	1489
gene-LOC106790399	LOC106790399	232	177	303	199	292	234	289	171	187	153
gene-LOC106790394	LOC106790394	749	423	596	669	708	812	886	340	409	445
gene-LOC106790393	LOC106790393	613	380	747	614	583	732	561	422	283	482
gene-LOC106790373	LOC106790373	0	2	0	0	47	8	15	4	11	7
gene-LOC106790371	LOC106790371	80	4	1	0	14	32	182	2	39	45
gene-LOC106790389	LOC106790389	638	227	522	429	662	605	628	276	231	310
gene-LOC106790391	LOC106790391	654	332	974	687	645	722	743	321	328	402
gene-LOC106790390	LOC106790390	2178	1002	2745	1928	1992	2408	2565	1004	884	1166
gene-LOC106790395	LOC106790395	1155	253	319	314	583	481	1748	231	405	472
gene-LOC106790405	LOC106790405	700	284	814	777	585	816	769	250	382	289
gene-LOC106790406	LOC106790406	15	0	9	3	12	7	19	5	4	3
gene-LOC106790404	LOC106790404	11	1	25	4	18	17	11	13	9	4
gene-LOC106790402	LOC106790402	2667	730	1877	1733	1953	2540	2231	741	553	773
gene-LOC106790410	LOC106790410	1079	476	794	793	997	978	1014	430	501	530
gene-LOC106790409	LOC106790409	2222	700	1515	1154	1472	2242	1921	761	706	923
gene-LOC106790407	LOC106790407	2524	1257	1399	2257	1832	2752	1853	1391	1109	1515
gene-LOC106790408	LOC106790408	217	102	232	202	195	250	205	152	144	153
gene-LOC106790411	LOC106790411	385	141	661	366	369	522	423	211	153	218
gene-LOC106790412	LOC106790412	429	634	905	564	367	534	514	336	385	459
gene-LOC106790400	LOC106790400	0	0	0	0	0	0	0	0	0	0
gene-LOC106790413	LOC106790413	553	280	436	649	447	624	436	230	196	210
gene-LOC106790414	LOC106790414	224	114	236	144	229	264	184	86	51	70
gene-LOC106790415	LOC106790415	481	252	385	190	401	379	314	96	136	148
gene-LOC106790424	LOC106790424	268	111	233	215	266	280	234	141	110	173
gene-LOC106790417	LOC106790417	126	78	179	168	131	150	113	132	88	120
gene-LOC106790418	LOC106790418	1004	558	991	829	1000	1200	904	593	416	711
gene-LOC106790419	LOC106790419	962	467	929	707	942	1119	931	417	359	480
gene-LOC106790421	LOC106790421	278	170	368	279	290	308	326	160	175	157
gene-LOC106790420	LOC106790420	327	244	407	265	350	373	368	252	228	295
gene-Trnal-cag-2	Trnal-cag	0	0	0	0	0	0	0	0	1	0
gene-LOC106790416	LOC106790416	2	3	0	2	1	1	4	1	0	0
gene-LOC106790425	LOC106790425	55	47	59	26	34	46	50	22	23	19
gene-LOC106790422	LOC106790422	390	136	592	431	443	484	503	219	202	265
gene-LOC106790423	LOC106790423	1665	422	1606	1023	1077	1611	1263	498	454	526
gene-LOC106790439	LOC106790439	1021	295	1106	706	801	980	960	415	338	404
gene-LOC106790440	LOC106790440	43	18	56	40	35	61	35	45	19	36
gene-LOC106790442	LOC106790442	3445	1139	2190	2610	2729	3148	2839	1567	1094	1528
gene-LOC106790443	LOC106790443	1854	1604	1945	1489	1736	2078	1903	784	1167	981
gene-LOC106790431	LOC106790431	1343	663	1367	650	761	1153	692	495	540	580
gene-LOC106790429	LOC106790429	4338	2012	3217	2907	3772	4240	3089	2458	2100	2585
gene-LOC106790432	LOC106790432	681	215	965	653	567	959	722	306	217	252
gene-LOC106790430	LOC106790430	566	173	471	344	505	578	489	240	172	229
gene-LOC106790441	LOC106790441	286	130	250	233	229	288	268	181	116	176
gene-LOC106790426	LOC106790426	1002	967	2587	1050	764	1325	934	596	649	709
gene-LOC106790433	LOC106790433	4365	2666	5357	3641	3312	5355	3513	1784	1687	1841
gene-LOC106790435	LOC106790435	676	306	1096	738	462	987	584	233	166	272
gene-LOC106790436	LOC106790436	1325	651	1448	1193	1300	1468	1518	630	600	725
gene-LOC106790438	LOC106790438	1017	592	929	925	1124	1090	1218	695	564	735
gene-LOC106790437	LOC106790437	866	619	1237	991	890	1000	1074	489	530	537
gene-LOC106790427	LOC106790427	0	0	1	0	1	0	0	0	0	0
gene-LOC106790428	LOC106790428	1	0	0	0	0	0	0	0	0	0
gene-LOC106790475	LOC106790475	103	41	65	72	80	96	79	39	27	40
gene-LOC106790469	LOC106790469	1554	510	1403	1704	1442	1367	1136	477	478	426
gene-LOC106790470	LOC106790470	119	72	52	38	152	170	82	96	179	135
gene-LOC106790465	LOC106790465	17	14	16	13	11	10	12	22	8	13
gene-LOC106790464	LOC106790464	200	88	233	264	241	309	154	175	118	161
gene-LOC106790466	LOC106790466	204	125	388	285	256	310	174	159	119	165
gene-LOC106790474	LOC106790474	3302	648	3331	2617	2912	3289	3595	971	742	949
gene-LOC106790473	LOC106790473	260	81	467	316	320	423	384	146	137	154
gene-LOC106790468	LOC106790468	21153	10135	18768	16635	19719	22816	23747	6921	10148	9574
gene-LOC106790453	LOC106790453	953	606	1311	826	969	1337	1151	382	465	562
gene-LOC106790452	LOC106790452	894	638	669	816	847	948	841	714	646	716
gene-LOC106790455	LOC106790455	3	45	4	5	1	4	1	51	33	51
gene-LOC106790451	LOC106790451	158	225	338	301	260	272	111	229	222	258
gene-LOC106790450	LOC106790450	87	136	107	131	91	95	89	130	117	142
gene-LOC106790444	LOC106790444	16	22	72	44	36	50	13	28	32	27
gene-LOC106790454	LOC106790454	535	717	831	902	1049	878	600	724	750	893
gene-LOC106790462	LOC106790462	813	359	821	710	870	892	838	399	375	514
gene-LOC106790463	LOC106790463	6	179	239	222	169	125	10	234	173	314
