Orthogroup	Apis_mellifera-longest-isoforms	Ceratina_australensis-longest-isoforms	Ceratina_calcarata-longest-isoforms	Megalopta_genalis-longest-isoforms
OG0005116	XP_006570470.2	Caust.v2_002610		XP_033342446.1
OG0005117	XP_006570489.2	Caust.v2_001365	XP_026672462.1	
OG0005118	XP_006570516.1			XP_033342682.1, XP_033342684.1
OG0005119	XP_006570761.2	Caust.v2_010926		XP_033323020.1
OG0005120	XP_006570900.3		XP_017881212.1, XP_017881213.1	
OG0005121	XP_006570919.1	Caust.v2_017359		XP_033328647.1
OG0005122	XP_006571002.1	Caust.v2_005337		XP_033323088.1
OG0005123	XP_006571340.1	Caust.v2_012293		XP_033328637.1
OG0005124	XP_006571447.1		XP_017887298.1	XP_033340020.1
OG0005125	XP_006571500.2		XP_017875204.1	XP_033328774.1
OG0005126	XP_006571524.1	Caust.v2_005487		XP_033340177.1
OG0005127	XP_006571544.1	Caust.v2_005516		XP_033325225.1
OG0005128	XP_006571666.1		XP_017878073.1, XP_017878074.1	
OG0005129	XP_006571675.2	Caust.v2_010647	XP_017878070.1	
OG0005130	XP_006571788.1	Caust.v2_015859	XP_026668219.1	
OG0005131	XP_006571832.1	Caust.v2_014317	XP_017884291.1	
OG0005132	XP_006571876.3, XP_006571877.3	Caust.v2_005178		
OG0005133	XP_006571914.1			XP_033327494.1, XP_033327495.1
OG0005134	XP_006572049.1		XP_017879500.1	XP_033332968.1
OG0005135	XP_006572124.1		XP_017886817.1	XP_033332420.1
OG0005136	XP_006572136.1	Caust.v2_007986	XP_017876550.1	
OG0005137	XP_006572161.1		XP_017886934.1	XP_033326298.1
OG0005138	XP_006572192.1	Caust.v2_004866		XP_033322989.1
OG0005139	XP_006572265.1	Caust.v2_015788		XP_033332434.1
OG0005140	XP_006572304.1		XP_026673782.1	XP_033320853.1
OG0005141	XP_006572307.1	Caust.v2_005320	XP_026673795.1	
OG0005142	XP_006572325.1		XP_017877119.1	XP_033333812.1
OG0005143	XP_006572354.1	Caust.v2_006761		XP_033321424.1
OG0005144	XP_006572378.3	Caust.v2_001397		XP_033327465.1
OG0005145	XP_016766392.1, XP_016766393.1		XP_026669580.1	
OG0005146	XP_016766410.2		XP_017893568.1	XP_033334420.1
OG0005147	XP_016766745.1		XP_017885715.1	XP_033327879.1
OG0005148	XP_016766781.1	Caust.v2_001955		XP_033341706.1
OG0005149	XP_016766924.2	Caust.v2_001241		XP_033332555.1
OG0005150	XP_016766925.1	Caust.v2_010586		XP_033337820.1
OG0005151	XP_016766952.1	Caust.v2_008751	XP_026670553.1	
OG0005152	XP_016767231.1		XP_017878061.1	XP_033327026.1
OG0005153	XP_016767343.2		XP_017878078.1	XP_033336887.1
OG0005154	XP_016767348.1		XP_026670351.1	XP_033327157.1
OG0005155	XP_016767486.1	Caust.v2_011753	XP_017893476.1	
OG0005156	XP_016767623.1		XP_026667928.1	XP_033339644.1
OG0005157	XP_016767624.2			XP_033331144.1, XP_033331145.1
OG0005158	XP_016767685.1		XP_017879620.1	XP_033321258.1
OG0005159	XP_016767687.2		XP_017885778.1	XP_033332974.1
OG0005160	XP_016767691.1	Caust.v2_019876	XP_026675305.1	
OG0005161	XP_016768078.2	Caust.v2_011727	XP_017877035.1	
OG0005162	XP_016768115.2, XP_026297075.1	Caust.v2_006947		
OG0005163	XP_016768163.1, XP_016768164.1	Caust.v2_021020		
OG0005164	XP_016768399.1	Caust.v2_018899	XP_017889162.1	
OG0005165	XP_016768475.1, XP_624423.3		XP_017887652.1	
OG0005166	XP_016768702.2	Caust.v2_008552		XP_033324555.1
OG0005167	XP_016768876.1	Caust.v2_000094		XP_033337496.1
OG0005168	XP_016768986.1, XP_392175.2		XP_026674928.1	
OG0005169	XP_016769171.1	Caust.v2_009007		XP_033329408.1
OG0005170	XP_016769192.1, XP_026295623.1			XP_033341999.1
OG0005171	XP_016769260.1	Caust.v2_011572		XP_033333087.1
OG0005172	XP_016769286.1	Caust.v2_010739		XP_033337712.1
OG0005173	XP_016769520.2	Caust.v2_012010	XP_017889292.1	
OG0005174	XP_016769527.2	Caust.v2_008621		XP_033333773.1
OG0005175	XP_016769530.1	Caust.v2_001986		XP_033336319.1
OG0005176	XP_016769563.1	Caust.v2_013062		XP_033327938.1
OG0005177	XP_016769595.2		XP_017885499.1, XP_026672354.1	
OG0005178	XP_016769705.2	Caust.v2_007533	XP_017876456.1	
OG0005179	XP_016769720.1	Caust.v2_005640	XP_017882113.1	
OG0005180	XP_016769758.1	Caust.v2_011157		XP_033325704.1
OG0005181	XP_016769879.1	Caust.v2_014145		XP_033339505.1
OG0005182	XP_016769943.1	Caust.v2_009139		XP_033325453.1
OG0005183	XP_016769992.1, XP_016769994.1			XP_033325476.1
OG0005184	XP_016770070.1	Caust.v2_005031		XP_033340975.1
OG0005185	XP_016770184.2	Caust.v2_010571		XP_033339654.1
OG0005186	XP_016770203.1		XP_017887856.2	XP_033340357.1
OG0005187	XP_016770216.2		XP_026668578.1	XP_033342723.1
OG0005188	XP_016770219.2, XP_026299895.1			XP_033342539.1
OG0005189	XP_016770294.1	Caust.v2_012335	XP_017878547.1	
OG0005190	XP_016770326.1	Caust.v2_002878		XP_033342809.1
OG0005191	XP_016770362.2		XP_017879001.1	XP_033334637.1
OG0005192	XP_016770410.1		XP_017876944.1	XP_033342571.1
OG0005193	XP_016770440.2		XP_017875627.2, XP_017877634.1	
OG0005194	XP_016770639.2	Caust.v2_020910		XP_033342256.1
OG0005195	XP_016770824.1, XP_026301896.1	Caust.v2_008658		
OG0005196	XP_016770927.1	Caust.v2_014314		XP_033338827.1
OG0005197	XP_016771115.2			XP_033335233.1, XP_033335239.1
OG0005198	XP_016771176.2		XP_017890291.1	XP_033339341.1
OG0005199	XP_016771299.2	Caust.v2_011355		XP_033334870.1
OG0005200	XP_016771456.2		XP_017880957.1	XP_033323418.1
OG0005201	XP_016771575.2	Caust.v2_011832	XP_017881908.1	
OG0005202	XP_016771930.2		XP_017876357.1	XP_033330831.1
OG0005203	XP_016772014.1	Caust.v2_002290	XP_017889578.1	
OG0005204	XP_016772029.1	Caust.v2_004713	XP_017892598.1	
OG0005205	XP_016772041.2	Caust.v2_006703	XP_026674212.1	
OG0005206	XP_016772079.1		XP_017889401.1	XP_033342661.1
OG0005207	XP_016772129.1	Caust.v2_003226		XP_033341307.1
OG0005208	XP_016772142.1		XP_017886509.1	XP_033324650.1
OG0005209	XP_016772174.1	Caust.v2_017177		XP_033340287.1
OG0005210	XP_016772189.1		XP_017889358.1, XP_026673937.1	
OG0005211	XP_016772239.1	Caust.v2_002410		XP_033324890.1
OG0005212	XP_016772439.2	Caust.v2_011253		XP_033338712.1
OG0005213	XP_016772442.1		XP_026672441.1	XP_033326111.1
OG0005214	XP_016772474.2	Caust.v2_008625	XP_026670486.1	
OG0005215	XP_016772479.1, XP_026301520.1		XP_017886890.1	
OG0005216	XP_016772817.1	Caust.v2_001910		XP_033326377.1
OG0005217	XP_016772822.2	Caust.v2_014460		XP_033340293.1
OG0005218	XP_016772837.1, XP_624795.3			XP_033341784.1
OG0005219	XP_016772854.2			XP_033331681.1, XP_033331682.1
OG0005220	XP_016772930.1	Caust.v2_000076		XP_033331559.1
OG0005221	XP_016772948.1	Caust.v2_011739		XP_033341291.1
OG0005222	XP_016773041.1	Caust.v2_011737		XP_033341339.1
OG0005223	XP_016773045.1, XP_026301728.1	Caust.v2_008714		
OG0005224	XP_016773275.1, XP_016773276.1			XP_033335251.1
OG0005225	XP_016773296.1	Caust.v2_006294		XP_033331841.1
OG0005226	XP_016773313.1		XP_026673780.1	XP_033339638.1
OG0005227	XP_016773314.2, XP_026302111.1			XP_033339635.1
OG0005228	XP_016773319.1	Caust.v2_003021		XP_033329020.1
OG0005229	XP_016773384.2	Caust.v2_021476	XP_026671001.1	
OG0005230	XP_016773403.2	Caust.v2_004175		XP_033328776.1
OG0005231	XP_016773411.1		XP_026671764.1, XP_026671766.1	
OG0005232	XP_016773415.1	Caust.v2_011171	XP_026673752.1	
OG0005233	XP_016773548.1	Caust.v2_004284		XP_033341971.1
OG0005234	XP_016773554.1, XP_394268.3	Caust.v2_021355		
OG0005235	XP_016773609.1, XP_016773610.1			XP_033342035.1
OG0005236	XP_026294630.1	Caust.v2_006236		XP_033341966.1
OG0005237	XP_026294732.1	Caust.v2_011711		XP_033337803.1
OG0005238	XP_026294787.1			XP_033339602.1, XP_033339603.1
OG0005239	XP_026294828.1	Caust.v2_013532, Caust.v2_013535		
OG0005240	XP_026294843.1		XP_017876911.1	XP_033342174.1
OG0005241	XP_026294920.1	Caust.v2_008159	XP_026671315.1	
OG0005242	XP_026294963.1	Caust.v2_011981	XP_026667801.1	
OG0005243	XP_026294964.1, XP_026294965.1		XP_017876831.1	
OG0005244	XP_026294970.1	Caust.v2_018520		XP_033322615.1
OG0005245	XP_026295020.1	Caust.v2_013530	XP_026675127.1	
OG0005246	XP_026295178.1	Caust.v2_002074		XP_033322054.1
OG0005247	XP_026295294.1	Caust.v2_000100		XP_033338845.1
OG0005248	XP_026295374.1	Caust.v2_010902		XP_033330506.1
OG0005249	XP_026295377.1	Caust.v2_002157		XP_033329842.1
OG0005250	XP_026295520.1		XP_017887257.1	XP_033339026.1
OG0005251	XP_026295521.1	Caust.v2_002528	XP_017892106.1	
OG0005252	XP_026295635.1	Caust.v2_002742		XP_033326498.1
OG0005253	XP_026295650.1	Caust.v2_000131		XP_033323172.1
OG0005254	XP_026295652.1	Caust.v2_011955		XP_033342194.1
OG0005255	XP_026295829.1	Caust.v2_007070		XP_033333910.1
OG0005256	XP_026295913.1	Caust.v2_004449		XP_033324146.1
OG0005257	XP_026295917.1	Caust.v2_007268	XP_017885613.1	
OG0005258	XP_026295982.1	Caust.v2_013906		XP_033327122.1
OG0005259	XP_026295983.1	Caust.v2_004693		XP_033325338.1
OG0005260	XP_026295989.1, XP_026295990.1		XP_026673614.1	
OG0005261	XP_026296025.1	Caust.v2_021578	XP_017882537.1	
OG0005262	XP_026296062.1, XP_026296064.1			XP_033326410.1
OG0005263	XP_026296139.1		XP_026670139.1	XP_033335454.1
OG0005264	XP_026296141.1	Caust.v2_022744	XP_026670144.1	
OG0005265	XP_026296145.1	Caust.v2_021611, Caust.v2_022258		
OG0005266	XP_026296184.1, XP_026296185.1, XP_026296186.1			
OG0005267	XP_026296195.1	Caust.v2_004398		XP_033327160.1
OG0005268	XP_026296222.1		XP_017891720.1	XP_033337021.1
OG0005269	XP_026296380.1		XP_026670856.1	XP_033339213.1
OG0005270	XP_026296419.1		XP_017880156.1, XP_026669347.1	
OG0005271	XP_026296449.1	Caust.v2_004958	XP_017883158.1	
OG0005272	XP_026296455.1	Caust.v2_010367	XP_017885189.1	
OG0005273	XP_026296511.1	Caust.v2_011387		XP_033328126.1
OG0005274	XP_026296546.1	Caust.v2_004350	XP_017879556.1	
OG0005275	XP_026296574.1	Caust.v2_006548		XP_033328156.1
OG0005276	XP_026296602.1	Caust.v2_009602		XP_033336218.1
OG0005277	XP_026296620.1	Caust.v2_009613		XP_033335586.1
OG0005278	XP_026296629.1		XP_017878352.1	XP_033339730.1
OG0005279	XP_026296639.1	Caust.v2_005318		XP_033324078.1
OG0005280	XP_026296640.1, XP_026296641.1		XP_026672450.1	
OG0005281	XP_026296663.1		XP_026671068.1	XP_033339329.1
OG0005282	XP_026296671.1	Caust.v2_003318		XP_033322529.1
OG0005283	XP_026296674.1	Caust.v2_003498	XP_026667558.1	
OG0005284	XP_026296687.1	Caust.v2_006557		XP_033327973.1
OG0005285	XP_026296705.1		XP_017878014.1	XP_033335564.1
OG0005286	XP_026296725.1, XP_026296726.1, XP_026296728.1			
OG0005287	XP_026296732.1		XP_026670847.1	XP_033327991.1
OG0005288	XP_026296763.1, XP_026296766.1		XP_026674280.1	
OG0005289	XP_026296768.1		XP_026674281.1	XP_033328041.1
OG0005290	XP_026296773.1		XP_017883504.1	XP_033338986.1
OG0005291	XP_026296784.1	Caust.v2_004526, Caust.v2_018532		
OG0005292	XP_026296831.1	Caust.v2_004360		XP_033334006.1
OG0005293	XP_026296848.1			XP_033333969.1, XP_033333970.1
OG0005294	XP_026296856.1	Caust.v2_006771		XP_033324076.1
OG0005295	XP_026296861.1, XP_026296862.1, XP_026296864.1			
OG0005296	XP_026297023.1	Caust.v2_010932	XP_017887533.1	
OG0005297	XP_026297056.1	Caust.v2_020675		XP_033327790.1
OG0005298	XP_026297063.1		XP_026675590.1	XP_033330437.1
OG0005299	XP_026297099.1		XP_026674732.1	XP_033326017.1
OG0005300	XP_026297113.1	Caust.v2_007315		XP_033328650.1
OG0005301	XP_026297114.1		XP_017878296.1	XP_033340998.1
OG0005302	XP_026297138.1, XP_026297139.1		XP_017890854.1	
OG0005303	XP_026297141.1	Caust.v2_011999		XP_033334286.1
OG0005304	XP_026297144.1		XP_017875212.1	XP_033326870.1
OG0005305	XP_026297161.1	Caust.v2_006072		XP_033339348.1
OG0005306	XP_026297166.1	Caust.v2_010576		XP_033330993.1
OG0005307	XP_026297228.1	Caust.v2_016244		XP_033342104.1
OG0005308	XP_026297432.1		XP_017885246.1	XP_033340652.1
OG0005309	XP_026297452.1	Caust.v2_008940		XP_033332854.1
OG0005310	XP_026297484.1		XP_017882721.2	XP_033324498.1
OG0005311	XP_026297489.1		XP_017889444.1	XP_033329466.1
OG0005312	XP_026297511.1, XP_026297512.1		XP_017881507.1	
OG0005313	XP_026297532.1	Caust.v2_020060	XP_017879578.1	
OG0005314	XP_026297553.1	Caust.v2_013779		XP_033340227.1
OG0005315	XP_026297624.1		XP_017875841.2	XP_033341273.1
OG0005316	XP_026297740.1		XP_026675471.1, XP_026675472.1	
OG0005317	XP_026297767.1	Caust.v2_021344		XP_033333030.1
OG0005318	XP_026297782.1	Caust.v2_015712	XP_026674681.1	
OG0005319	XP_026297847.1	Caust.v2_015992		XP_033327479.1
OG0005320	XP_026297891.1	Caust.v2_009971		XP_033322960.1
OG0005321	XP_026297923.1	Caust.v2_000042		XP_033329926.1
OG0005322	XP_026298006.1			XP_033337466.1, XP_033337468.1
OG0005323	XP_026298009.1	Caust.v2_000084		XP_033337546.1
OG0005324	XP_026298030.1		XP_026674809.1	XP_033339160.1
OG0005325	XP_026298031.1	Caust.v2_003620		XP_033333143.1
OG0005326	XP_026298128.1	Caust.v2_009534		XP_033329257.1
OG0005327	XP_026298171.1	Caust.v2_013306		XP_033330321.1
OG0005328	XP_026298215.1, XP_026298218.1, XP_026298219.1			
OG0005329	XP_026298361.1	Caust.v2_011958		XP_033323928.1
OG0005330	XP_026298376.1	Caust.v2_001689		XP_033337961.1
OG0005331	XP_026298391.1		XP_017880416.2, XP_026669455.1	
OG0005332	XP_026298404.1		XP_017890947.1	XP_033342110.1
OG0005333	XP_026298520.1	Caust.v2_001440		XP_033336741.1
OG0005334	XP_026298541.1	Caust.v2_001618		XP_033332559.1
OG0005335	XP_026298551.1, XP_026298552.1, XP_026298553.1			
OG0005336	XP_026298565.1		XP_026673536.1, XP_026674881.1	
OG0005337	XP_026298567.1		XP_017891560.1	XP_033339239.1
OG0005338	XP_026298571.1	Caust.v2_001686		XP_033329934.1
OG0005339	XP_026298615.1	Caust.v2_007504		XP_033333401.1
OG0005340	XP_026298617.1	Caust.v2_005437	XP_026675636.1	
OG0005341	XP_026298628.1	Caust.v2_006630		XP_033339279.1
OG0005342	XP_026298728.1	Caust.v2_001447		XP_033329965.1
OG0005343	XP_026298748.1		XP_026670077.1	XP_033321137.1
OG0005344	XP_026298821.1	Caust.v2_011131		XP_033323505.1
OG0005345	XP_026298856.1	Caust.v2_004239		XP_033332871.1
OG0005346	XP_026298886.1		XP_017891597.1	XP_033340631.1
OG0005347	XP_026298925.1	Caust.v2_015485, Caust.v2_021386		
OG0005348	XP_026298928.1		XP_017882111.1	XP_033325947.1
OG0005349	XP_026298944.1		XP_017876723.1	XP_033325381.1
OG0005350	XP_026298969.1	Caust.v2_005574	XP_017883978.2	
OG0005351	XP_026298989.1	Caust.v2_013604		XP_033331809.1
OG0005352	XP_026299178.1	Caust.v2_006323		XP_033340606.1
OG0005353	XP_026299198.1		XP_017892092.1	XP_033325501.1
OG0005354	XP_026299237.1	Caust.v2_009123		XP_033340931.1
OG0005355	XP_026299239.1	Caust.v2_009126		XP_033340716.1
OG0005356	XP_026299240.1	Caust.v2_009124		XP_033340715.1
OG0005357	XP_026299259.1		XP_017875735.1	XP_033340702.1
OG0005358	XP_026299286.1	Caust.v2_011913	XP_017879423.1	
OG0005359	XP_026299298.1	Caust.v2_010474		XP_033320907.1
OG0005360	XP_026299341.1	Caust.v2_011436		XP_033342996.1
OG0005361	XP_026299413.1, XP_026299434.1	Caust.v2_013829		
OG0005362	XP_026299425.1, XP_026299426.1			XP_033334536.1
OG0005363	XP_026299472.1	Caust.v2_003128	XP_017876261.1	
OG0005364	XP_026299482.1	Caust.v2_002194		XP_033338296.1
OG0005365	XP_026299489.1		XP_026668617.1	XP_033342990.1
OG0005366	XP_026299503.1	Caust.v2_001039		XP_033327172.1
OG0005367	XP_026299550.1	Caust.v2_001269		XP_033337560.1
OG0005368	XP_026299649.1		XP_017879072.1	XP_033326394.1
OG0005369	XP_026299653.1	Caust.v2_001043		XP_033334596.1
OG0005370	XP_026299681.1	Caust.v2_000657	XP_017878419.1	
OG0005371	XP_026299686.1	Caust.v2_018750	XP_017887733.1	
OG0005372	XP_026299706.1			XP_033327243.1, XP_033327245.1
OG0005373	XP_026299709.1		XP_017879025.1	XP_033327235.1
OG0005374	XP_026299800.1		XP_017879032.1	XP_033334889.1
OG0005375	XP_026299807.1	Caust.v2_010554		XP_033335150.1
OG0005376	XP_026299848.1	Caust.v2_000834		XP_033335129.1
OG0005377	XP_026299911.1, XP_026299912.1			XP_033342290.1
OG0005378	XP_026299954.1		XP_026672772.1	XP_033326259.1
OG0005379	XP_026299979.1		XP_017889326.1, XP_017889327.1	
OG0005380	XP_026300050.1	Caust.v2_015233		XP_033338653.1
OG0005381	XP_026300111.1	Caust.v2_003201		XP_033322313.1
OG0005382	XP_026300141.1	Caust.v2_017726	XP_017892679.1	
OG0005383	XP_026300407.1, XP_026300409.1, XP_026300410.1			
OG0005384	XP_026300415.1, XP_026300416.1			XP_033337661.1
OG0005385	XP_026300426.1		XP_017887121.1	XP_033331209.1
OG0005386	XP_026300470.1	Caust.v2_002488		XP_033331576.1
OG0005387	XP_026300530.1		XP_017891764.1, XP_026674593.1	
OG0005388	XP_026300572.1	Caust.v2_005964	XP_026674019.1	
OG0005389	XP_026300643.1, XP_026300644.1			XP_033332228.1
OG0005390	XP_026300651.1	Caust.v2_000166		XP_033331988.1
OG0005391	XP_026300694.1	Caust.v2_006144		XP_033336315.1
OG0005392	XP_026300717.1		XP_026671695.1	XP_033336668.1
OG0005393	XP_026300747.1		XP_017890250.1	XP_033330810.1
OG0005394	XP_026300784.1	Caust.v2_008718		XP_033331723.1
OG0005395	XP_026300797.1	Caust.v2_004872	XP_017875443.1	
OG0005396	XP_026300860.1, XP_026300861.1	Caust.v2_008146		
OG0005397	XP_026300903.1		XP_017877571.1	XP_033335970.1
OG0005398	XP_026300910.1			XP_033336524.1, XP_033336528.1
OG0005399	XP_026300973.1	Caust.v2_010151		XP_033336263.1
OG0005400	XP_026300978.1			XP_033336592.1, XP_033336593.1
OG0005401	XP_026300979.1	Caust.v2_020121		XP_033336056.1
OG0005402	XP_026301019.1	Caust.v2_012384, Caust.v2_021633		
OG0005403	XP_026301032.1, XP_026301033.1			XP_033331805.1
OG0005404	XP_026301106.1	Caust.v2_013717	XP_017885249.1	
OG0005405	XP_026301195.1	Caust.v2_014273	XP_017878090.2	
OG0005406	XP_026301209.1		XP_026673989.1	XP_033341609.1
OG0005407	XP_026301239.1	Caust.v2_003278	XP_017889545.1	
OG0005408	XP_026301295.1	Caust.v2_008689	XP_017882837.2	
OG0005409	XP_026301311.1	Caust.v2_002350	XP_026668511.1	
OG0005410	XP_026301341.1	Caust.v2_002311	XP_026674066.1	
OG0005411	XP_026301502.1	Caust.v2_012200		XP_033325137.1
OG0005412	XP_026301533.1		XP_017877252.1	XP_033338497.1
OG0005413	XP_026301573.1	Caust.v2_019937		XP_033331324.1
OG0005414	XP_026301628.1	Caust.v2_013147	XP_017878364.2	
OG0005415	XP_026301632.1	Caust.v2_006468	XP_017886654.1	
OG0005416	XP_026301644.1	Caust.v2_017683		XP_033321443.1
OG0005417	XP_026301828.1, XP_026301830.1			XP_033332156.1
OG0005418	XP_026301907.1		XP_026667274.1	XP_033341315.1
OG0005419	XP_026301943.1	Caust.v2_014206	XP_017885889.1	
OG0005420	XP_026301944.1		XP_017876017.1	XP_033340796.1
OG0005421	XP_026301979.1		XP_017885785.1	XP_033321372.1
OG0005422	XP_026301981.1	Caust.v2_010078		XP_033327288.1
OG0005423	XP_026301996.1		XP_017881048.1	XP_033322914.1
OG0005424	XP_026302084.1	Caust.v2_012771		XP_033340477.1
OG0005425	XP_026302096.1		XP_026668524.1	XP_033328858.1
OG0005426	XP_026302100.1	Caust.v2_005926		XP_033328804.1
OG0005427	XP_026302247.1			XP_033334253.1, XP_033334254.1
OG0005428	XP_391852.2		XP_017876538.1, XP_017876539.1	
OG0005429	XP_391879.2	Caust.v2_001339	XP_017880005.1	
OG0005430	XP_391898.1	Caust.v2_011442	XP_017892855.1	
OG0005431	XP_391930.1	Caust.v2_006887	XP_017887691.1	
OG0005432	XP_391986.4	Caust.v2_011320		XP_033328537.1
OG0005433	XP_392056.5		XP_017886459.1	XP_033324629.1
OG0005434	XP_392065.2	Caust.v2_009302		XP_033341606.1
OG0005435	XP_392111.2	Caust.v2_012344		XP_033340409.1
OG0005436	XP_392120.2	Caust.v2_012914	XP_017888263.1	
OG0005437	XP_392156.2		XP_017887870.1	XP_033327941.1
OG0005438	XP_392263.1		XP_017886070.1	XP_033341710.1
OG0005439	XP_392296.4	Caust.v2_006336	XP_017880892.1	
OG0005440	XP_392366.2	Caust.v2_007682		XP_033333968.1
OG0005441	XP_392377.3		XP_026672072.1	XP_033321171.1
OG0005442	XP_392379.2		XP_017885782.1, XP_017885783.1	
OG0005443	XP_392419.3		XP_017893041.1	XP_033331094.1
OG0005444	XP_392422.2		XP_017887335.1	XP_033331099.1
OG0005445	XP_392423.2	Caust.v2_011606		XP_033331095.1
OG0005446	XP_392483.3			XP_033326545.1, XP_033326625.1
OG0005447	XP_392545.3	Caust.v2_005420	XP_026673227.1	
OG0005448	XP_392585.4	Caust.v2_003699		XP_033339092.1
OG0005449	XP_392588.2	Caust.v2_018260	XP_017879882.1	
OG0005450	XP_392615.1	Caust.v2_009016		XP_033332755.1
OG0005451	XP_392624.5		XP_017890661.1	XP_033332470.1
OG0005452	XP_392654.2		XP_026666696.1	XP_033326616.1
OG0005453	XP_392667.2		XP_017881463.1	XP_033337516.1
OG0005454	XP_392675.4		XP_017879208.1	XP_033342000.1
OG0005455	XP_392676.2	Caust.v2_001299	XP_017887496.1	
OG0005456	XP_392684.3		XP_017879436.1, XP_017889385.1	
OG0005457	XP_392742.4		XP_026672345.1	XP_033331884.1
OG0005458	XP_392753.2	Caust.v2_005495		XP_033340146.1
OG0005459	XP_392758.2	Caust.v2_005794	XP_026668985.1	
OG0005460	XP_392759.3	Caust.v2_007755	XP_017880494.1	
OG0005461	XP_392769.5	Caust.v2_004290	XP_026669531.1	
OG0005462	XP_392779.3	Caust.v2_002122	XP_017887307.1	
OG0005463	XP_392899.2	Caust.v2_006465	XP_017893677.1	
OG0005464	XP_393021.4		XP_017890014.1, XP_017890015.1	
OG0005465	XP_393027.2		XP_017890008.1	XP_033326532.1
OG0005466	XP_393033.4		XP_026671734.1	XP_033330968.1
OG0005467	XP_393034.1		XP_017882939.2	XP_033329076.1
OG0005468	XP_393050.2	Caust.v2_013810		XP_033326719.1
OG0005469	XP_393112.2		XP_017886419.1	XP_033322379.1
OG0005470	XP_393151.1	Caust.v2_000194		XP_033323160.1
OG0005471	XP_393204.1	Caust.v2_016210	XP_017891923.1	
OG0005472	XP_393222.4			XP_033328142.1, XP_033328143.1
OG0005473	XP_393224.2	Caust.v2_004964	XP_017883128.1	
OG0005474	XP_393287.2		XP_017892300.1	XP_033330577.1
OG0005475	XP_393291.2	Caust.v2_006556, Caust.v2_015598		
OG0005476	XP_393294.2	Caust.v2_009477		XP_033329227.1
OG0005477	XP_393373.3	Caust.v2_002276	XP_017889853.1	
OG0005478	XP_393437.3	Caust.v2_020316		XP_033336549.1
OG0005479	XP_393446.1			XP_033323107.1, XP_033339860.1
OG0005480	XP_393466.2	Caust.v2_016119		XP_033342854.1
OG0005481	XP_393468.2	Caust.v2_001263		XP_033334756.1
OG0005482	XP_393481.2	Caust.v2_008589		XP_033337296.1
OG0005483	XP_393483.2	Caust.v2_008587		XP_033337299.1
OG0005484	XP_393500.1	Caust.v2_013433	XP_017883262.1	
OG0005485	XP_393516.3	Caust.v2_004489		XP_033337170.1
OG0005486	XP_393523.5	Caust.v2_007551	XP_017876457.1	
OG0005487	XP_393567.3		XP_026667455.1	XP_033326203.1
OG0005488	XP_393604.4	Caust.v2_007846	XP_017881600.1	
OG0005489	XP_393612.2	Caust.v2_004702	XP_017892580.1	
OG0005490	XP_393769.3	Caust.v2_013346		XP_033340047.1
OG0005491	XP_393777.2	Caust.v2_013782		XP_033340763.1
OG0005492	XP_393779.1		XP_017881532.1	XP_033328338.1
OG0005493	XP_393835.1	Caust.v2_003177		XP_033324941.1
OG0005494	XP_393837.4	Caust.v2_003908		XP_033340015.1
OG0005495	XP_393863.3		XP_017882785.1	XP_033323618.1
OG0005496	XP_393870.2	Caust.v2_014162		XP_033335444.1
OG0005497	XP_393885.1	Caust.v2_004729		XP_033339128.1
OG0005498	XP_393894.1		XP_017893549.1	XP_033330211.1
OG0005499	XP_393949.2	Caust.v2_010852		XP_033323380.1
OG0005500	XP_393964.2	Caust.v2_007840	XP_017888102.1	
OG0005501	XP_393973.2	Caust.v2_004891		XP_033330815.1
OG0005502	XP_394040.3		XP_017884815.1	XP_033330845.1
OG0005503	XP_394041.4	Caust.v2_013361	XP_017884814.1	
OG0005504	XP_394084.6	Caust.v2_006705	XP_026674201.1	
OG0005505	XP_394115.2	Caust.v2_008632	XP_026672439.1	
OG0005506	XP_394326.4	Caust.v2_020535	XP_026671452.1	
OG0005507	XP_394359.2	Caust.v2_012517, Caust.v2_015272		
OG0005508	XP_394372.2	Caust.v2_006224		XP_033334422.1
OG0005509	XP_394389.3	Caust.v2_001963		XP_033341724.1
OG0005510	XP_394484.1		XP_026668344.1	XP_033336894.1
OG0005511	XP_394499.4	Caust.v2_007272		XP_033332370.1
OG0005512	XP_394555.2		XP_017891310.1	XP_033337162.1
OG0005513	XP_394596.2		XP_017880245.1	XP_033338607.1
OG0005514	XP_394663.3	Caust.v2_016223		XP_033340745.1
OG0005515	XP_394689.3	Caust.v2_013314	XP_017887945.1	
OG0005516	XP_394728.2	Caust.v2_007183		XP_033329597.1
OG0005517	XP_394733.2	Caust.v2_008524	XP_017885617.1	
OG0005518	XP_394781.4	Caust.v2_004804		XP_033327897.1
OG0005519	XP_394878.2		XP_017880755.1	XP_033341124.1
OG0005520	XP_394880.3	Caust.v2_015068		XP_033322886.1
OG0005521	XP_395004.3		XP_017878039.1	XP_033336903.1
OG0005522	XP_395179.2		XP_017892123.1	XP_033331442.1
OG0005523	XP_395225.2	Caust.v2_004938		XP_033328138.1
OG0005524	XP_395238.2	Caust.v2_001489	XP_017877131.1	
OG0005525	XP_395245.2	Caust.v2_003994	XP_017875007.1	
OG0005526	XP_395260.2	Caust.v2_019680		XP_033339392.1
OG0005527	XP_395282.2	Caust.v2_009680		XP_033321983.1
OG0005528	XP_395325.3	Caust.v2_004802		XP_033321650.1
